pert_id	pert_iname	pubchem_cid	stitch_chemical	ensp	gene_symbol	entrez	gene_idx	combined_score
BRD-A11170096	pravastatin	4889	CIDm00004889	9606.ENSP00000220003	CSK	1445	217	198
BRD-A11170096	pravastatin	4889	CIDm00004889	9606.ENSP00000298048	MELK	9833	491	198
BRD-A11170096	pravastatin	4889	CIDm00004889	9606.ENSP00000312150	TRIB1	10221	208	198
BRD-A11170096	pravastatin	4889	CIDm00004889	9606.ENSP00000337451	EPHA3	2042	550	198
BRD-A11170096	pravastatin	4889	CIDm00004889	9606.ENSP00000338127	TESK1	7016	445	198
BRD-A11170096	pravastatin	4889	CIDm00004889	9606.ENSP00000346671	FYN	2534	686	198
BRD-A11170096	pravastatin	4889	CIDm00004889	9606.ENSP00000361423	ABL1	25	192	198
BRD-A11170096	pravastatin	4889	CIDm00004889	9606.ENSP00000364898	SYK	6850	581	198
BRD-A11170096	pravastatin	4889	CIDm00004889	9606.ENSP00000428924	LYN	4067	695	198
BRD-A13188892	doxazosin	3157	CIDm00003157	9606.ENSP00000220003	CSK	1445	217	198
BRD-A13188892	doxazosin	3157	CIDm00003157	9606.ENSP00000298048	MELK	9833	491	198
BRD-A13188892	doxazosin	3157	CIDm00003157	9606.ENSP00000312150	TRIB1	10221	208	198
BRD-A13188892	doxazosin	3157	CIDm00003157	9606.ENSP00000338127	TESK1	7016	445	198
BRD-A13188892	doxazosin	3157	CIDm00003157	9606.ENSP00000346671	FYN	2534	686	198
BRD-A13188892	doxazosin	3157	CIDm00003157	9606.ENSP00000361423	ABL1	25	192	198
BRD-A13188892	doxazosin	3157	CIDm00003157	9606.ENSP00000364898	SYK	6850	581	198
BRD-A13188892	doxazosin	3157	CIDm00003157	9606.ENSP00000428924	LYN	4067	695	198
BRD-A13188892	doxazosin	3157	CIDs00003157	9606.ENSP00000220003	CSK	1445	217	198
BRD-A13188892	doxazosin	3157	CIDs00003157	9606.ENSP00000298048	MELK	9833	491	198
BRD-A13188892	doxazosin	3157	CIDs00003157	9606.ENSP00000312150	TRIB1	10221	208	198
BRD-A13188892	doxazosin	3157	CIDs00003157	9606.ENSP00000338127	TESK1	7016	445	198
BRD-A13188892	doxazosin	3157	CIDs00003157	9606.ENSP00000346671	FYN	2534	686	198
BRD-A13188892	doxazosin	3157	CIDs00003157	9606.ENSP00000361423	ABL1	25	192	198
BRD-A13188892	doxazosin	3157	CIDs00003157	9606.ENSP00000364898	SYK	6850	581	198
BRD-A13188892	doxazosin	3157	CIDs00003157	9606.ENSP00000428924	LYN	4067	695	198
BRD-A19134330	A-23187	40486	CIDs00040486	9606.ENSP00000335632	CHP1	11261	591	198
BRD-A22101059	metrifonate	5853	CIDm00005853	9606.ENSP00000340989	SFN	2810	648	198
BRD-A22101059	metrifonate	5853	CIDs00005853	9606.ENSP00000340989	SFN	2810	648	198
BRD-A23723433	paclitaxel	4666	CIDm00004666	9606.ENSP00000248553	HSPB1	3315	156	198
BRD-A37704979	SB-203580	176155	CIDm00176155	9606.ENSP00000220003	CSK	1445	217	198
BRD-A37704979	SB-203580	176155	CIDm00176155	9606.ENSP00000288135	KIT	3815	506	198
BRD-A37704979	SB-203580	176155	CIDm00176155	9606.ENSP00000292408	FGFR4	2264	469	198
BRD-A37704979	SB-203580	176155	CIDm00176155	9606.ENSP00000298048	MELK	9833	491	198
BRD-A37704979	SB-203580	176155	CIDm00176155	9606.ENSP00000312150	TRIB1	10221	208	198
BRD-A37704979	SB-203580	176155	CIDm00176155	9606.ENSP00000337451	EPHA3	2042	550	198
BRD-A37704979	SB-203580	176155	CIDm00176155	9606.ENSP00000338127	TESK1	7016	445	198
BRD-A37704979	SB-203580	176155	CIDm00176155	9606.ENSP00000361423	ABL1	25	192	198
BRD-A37704979	SB-203580	176155	CIDm00176155	9606.ENSP00000410294	FGFR2	2263	409	198
BRD-A37704979	SB-203580	176155	CIDm00176155	9606.ENSP00000428924	LYN	4067	695	198
BRD-A37704979	SB-203580	176155	CIDs00176155	9606.ENSP00000220003	CSK	1445	217	198
BRD-A37704979	SB-203580	176155	CIDs00176155	9606.ENSP00000288135	KIT	3815	506	198
BRD-A37704979	SB-203580	176155	CIDs00176155	9606.ENSP00000292408	FGFR4	2264	469	198
BRD-A37704979	SB-203580	176155	CIDs00176155	9606.ENSP00000298048	MELK	9833	491	198
BRD-A37704979	SB-203580	176155	CIDs00176155	9606.ENSP00000312150	TRIB1	10221	208	198
BRD-A37704979	SB-203580	176155	CIDs00176155	9606.ENSP00000337451	EPHA3	2042	550	198
BRD-A37704979	SB-203580	176155	CIDs00176155	9606.ENSP00000338127	TESK1	7016	445	198
BRD-A37704979	SB-203580	176155	CIDs00176155	9606.ENSP00000361423	ABL1	25	192	198
BRD-A37704979	SB-203580	176155	CIDs00176155	9606.ENSP00000410294	FGFR2	2263	409	198
BRD-A37704979	SB-203580	176155	CIDs00176155	9606.ENSP00000428924	LYN	4067	695	198
BRD-A51182606	chloramphenicol	298	CIDm00000298	9606.ENSP00000434516	TXNRD1	7296	80	198
BRD-A60070924	alpha-estradiol	450	CIDm00000450	9606.ENSP00000360569	SCP2	6342	86	198
BRD-A67097164	ifosfamide	3690	CIDm00003690	9606.ENSP00000411532	TOP2A	7153	82	198
BRD-A67097164	ifosfamide	3690	CIDs00003690	9606.ENSP00000411532	TOP2A	7153	82	198
BRD-A75850590	lomefloxacin	3948	CIDm00003948	9606.ENSP00000346671	FYN	2534	686	198
BRD-A75850590	lomefloxacin	3948	CIDs00003948	9606.ENSP00000346671	FYN	2534	686	198
BRD-A80638690	floxuridine	3363	CIDm00003363	9606.ENSP00000333926	ABCC5	10057	656	198
BRD-A82307304	atorvastatin	2250	CIDm00002250	9606.ENSP00000364898	SYK	6850	581	198
BRD-A98777808	BRD-A98777808	1915	CIDm00001915	9606.ENSP00000333926	ABCC5	10057	656	198
BRD-K00259736	colchicine	6167	CIDs00006167	9606.ENSP00000256443	CDK7	1022	701	198
BRD-K00673382	famotidine	5702160	CIDs05702160	9606.ENSP00000265986	IDE	3416	817	198
BRD-K00673382	famotidine	5702160	CIDs05702160	9606.ENSP00000268261	PMM2	5373	350	198
BRD-K00673382	famotidine	5702160	CIDs05702160	9606.ENSP00000340989	SFN	2810	648	198
BRD-K03816923	rottlerin	5281847	CIDs05281847	9606.ENSP00000263967	PIK3CA	5290	455	198
BRD-K03816923	rottlerin	5281847	CIDs05281847	9606.ENSP00000400175	RHOA	387	5	198
BRD-K06890060	alda-1	831629	CIDm00831629	9606.ENSP00000083182	APPBP2	10513	254	198
BRD-K06890060	alda-1	831629	CIDs00831629	9606.ENSP00000083182	APPBP2	10513	254	198
BRD-K08807999	NO-ASA	119032	CIDm00119032	9606.ENSP00000393333	TBXA2R	6915	970	198
BRD-K08807999	NO-ASA	119032	CIDs00119032	9606.ENSP00000393333	TBXA2R	6915	970	198
BRD-K12184916	NVP-BEZ235	11977753	CIDm11977753	9606.ENSP00000220003	CSK	1445	217	198
BRD-K12184916	NVP-BEZ235	11977753	CIDm11977753	9606.ENSP00000292408	FGFR4	2264	469	198
BRD-K12184916	NVP-BEZ235	11977753	CIDm11977753	9606.ENSP00000298048	MELK	9833	491	198
BRD-K12184916	NVP-BEZ235	11977753	CIDm11977753	9606.ENSP00000312150	TRIB1	10221	208	198
BRD-K12184916	NVP-BEZ235	11977753	CIDm11977753	9606.ENSP00000337451	EPHA3	2042	550	198
BRD-K12184916	NVP-BEZ235	11977753	CIDm11977753	9606.ENSP00000338127	TESK1	7016	445	198
BRD-K12184916	NVP-BEZ235	11977753	CIDm11977753	9606.ENSP00000346671	FYN	2534	686	198
BRD-K12184916	NVP-BEZ235	11977753	CIDm11977753	9606.ENSP00000364898	SYK	6850	581	198
BRD-K12184916	NVP-BEZ235	11977753	CIDm11977753	9606.ENSP00000410294	FGFR2	2263	409	198
BRD-K12184916	NVP-BEZ235	11977753	CIDm11977753	9606.ENSP00000428924	LYN	4067	695	198
BRD-K12184916	NVP-BEZ235	11977753	CIDs11977753	9606.ENSP00000220003	CSK	1445	217	198
BRD-K12184916	NVP-BEZ235	11977753	CIDs11977753	9606.ENSP00000292408	FGFR4	2264	469	198
BRD-K12184916	NVP-BEZ235	11977753	CIDs11977753	9606.ENSP00000298048	MELK	9833	491	198
BRD-K12184916	NVP-BEZ235	11977753	CIDs11977753	9606.ENSP00000312150	TRIB1	10221	208	198
BRD-K12184916	NVP-BEZ235	11977753	CIDs11977753	9606.ENSP00000337451	EPHA3	2042	550	198
BRD-K12184916	NVP-BEZ235	11977753	CIDs11977753	9606.ENSP00000338127	TESK1	7016	445	198
BRD-K12184916	NVP-BEZ235	11977753	CIDs11977753	9606.ENSP00000346671	FYN	2534	686	198
BRD-K12184916	NVP-BEZ235	11977753	CIDs11977753	9606.ENSP00000364898	SYK	6850	581	198
BRD-K12184916	NVP-BEZ235	11977753	CIDs11977753	9606.ENSP00000410294	FGFR2	2263	409	198
BRD-K12184916	NVP-BEZ235	11977753	CIDs11977753	9606.ENSP00000428924	LYN	4067	695	198
BRD-K12244279	MEK1-2-inhibitor	9549284	CIDm09549284	9606.ENSP00000266970	CDK2	1017	450	198
BRD-K12244279	MEK1-2-inhibitor	9549284	CIDs09549284	9606.ENSP00000266970	CDK2	1017	450	198
BRD-K13646352	midostaurin	9829523	CIDm09829523	9606.ENSP00000266970	CDK2	1017	450	198
BRD-K14705039	sulfathiazole	5340	CIDm00005340	9606.ENSP00000326119	PMAIP1	5366	452	198
BRD-K14705039	sulfathiazole	5340	CIDs00005340	9606.ENSP00000326119	PMAIP1	5366	452	198
BRD-K16189898	CHIR-99021	9956119	CIDm09956119	9606.ENSP00000220003	CSK	1445	217	198
BRD-K16189898	CHIR-99021	9956119	CIDm09956119	9606.ENSP00000288135	KIT	3815	506	198
BRD-K16189898	CHIR-99021	9956119	CIDm09956119	9606.ENSP00000292408	FGFR4	2264	469	198
BRD-K16189898	CHIR-99021	9956119	CIDm09956119	9606.ENSP00000298048	MELK	9833	491	198
BRD-K16189898	CHIR-99021	9956119	CIDm09956119	9606.ENSP00000312150	TRIB1	10221	208	198
BRD-K16189898	CHIR-99021	9956119	CIDm09956119	9606.ENSP00000337451	EPHA3	2042	550	198
BRD-K16189898	CHIR-99021	9956119	CIDm09956119	9606.ENSP00000338127	TESK1	7016	445	198
BRD-K16189898	CHIR-99021	9956119	CIDm09956119	9606.ENSP00000346671	FYN	2534	686	198
BRD-K16189898	CHIR-99021	9956119	CIDm09956119	9606.ENSP00000361423	ABL1	25	192	198
BRD-K16189898	CHIR-99021	9956119	CIDm09956119	9606.ENSP00000364898	SYK	6850	581	198
BRD-K16189898	CHIR-99021	9956119	CIDm09956119	9606.ENSP00000410294	FGFR2	2263	409	198
BRD-K16189898	CHIR-99021	9956119	CIDm09956119	9606.ENSP00000428924	LYN	4067	695	198
BRD-K16189898	CHIR-99021	9956119	CIDs09956119	9606.ENSP00000220003	CSK	1445	217	198
BRD-K16189898	CHIR-99021	9956119	CIDs09956119	9606.ENSP00000288135	KIT	3815	506	198
BRD-K16189898	CHIR-99021	9956119	CIDs09956119	9606.ENSP00000292408	FGFR4	2264	469	198
BRD-K16189898	CHIR-99021	9956119	CIDs09956119	9606.ENSP00000298048	MELK	9833	491	198
BRD-K16189898	CHIR-99021	9956119	CIDs09956119	9606.ENSP00000312150	TRIB1	10221	208	198
BRD-K16189898	CHIR-99021	9956119	CIDs09956119	9606.ENSP00000337451	EPHA3	2042	550	198
BRD-K16189898	CHIR-99021	9956119	CIDs09956119	9606.ENSP00000338127	TESK1	7016	445	198
BRD-K16189898	CHIR-99021	9956119	CIDs09956119	9606.ENSP00000346671	FYN	2534	686	198
BRD-K16189898	CHIR-99021	9956119	CIDs09956119	9606.ENSP00000361423	ABL1	25	192	198
BRD-K16189898	CHIR-99021	9956119	CIDs09956119	9606.ENSP00000364898	SYK	6850	581	198
BRD-K16189898	CHIR-99021	9956119	CIDs09956119	9606.ENSP00000410294	FGFR2	2263	409	198
BRD-K16189898	CHIR-99021	9956119	CIDs09956119	9606.ENSP00000428924	LYN	4067	695	198
BRD-K17084514	diethylstilbestrol	448537	CIDs00448537	9606.ENSP00000303706	CDC25A	993	478	198
BRD-K17953061	staurosporine	44259	CIDs00044259	9606.ENSP00000231509	NR3C1	2908	807	198
BRD-K18787491	U-0126	3006531	CIDs03006531	9606.ENSP00000220003	CSK	1445	217	198
BRD-K18787491	U-0126	3006531	CIDs03006531	9606.ENSP00000298048	MELK	9833	491	198
BRD-K18787491	U-0126	3006531	CIDs03006531	9606.ENSP00000312150	TRIB1	10221	208	198
BRD-K18787491	U-0126	3006531	CIDs03006531	9606.ENSP00000337451	EPHA3	2042	550	198
BRD-K18787491	U-0126	3006531	CIDs03006531	9606.ENSP00000338127	TESK1	7016	445	198
BRD-K18787491	U-0126	3006531	CIDs03006531	9606.ENSP00000361423	ABL1	25	192	198
BRD-K18910433	estradiol	5757	CIDs00005757	9606.ENSP00000360569	SCP2	6342	86	198
BRD-K20287671	SU-4312	6450842	CIDs06450842	9606.ENSP00000236671	CTSD	1509	25	198
BRD-K22429181	retinol	445354	CIDs00445354	9606.ENSP00000306245	FOS	2353	642	198
BRD-K22429181	retinol	445354	CIDs00445354	9606.ENSP00000355651	RAB4A	5867	406	198
BRD-K26015241	ODQ	1456	CIDm00001456	9606.ENSP00000427514	CEBPA	1050	438	198
BRD-K26015241	ODQ	1456	CIDs00001456	9606.ENSP00000427514	CEBPA	1050	438	198
BRD-K32398298	alprazolam	2118	CIDm00002118	9606.ENSP00000361900	TOMM34	10953	161	198
BRD-K32398298	alprazolam	2118	CIDs00002118	9606.ENSP00000361900	TOMM34	10953	161	198
BRD-K33396764	alpha-linolenic-acid	5280934	CIDs05280934	9606.ENSP00000362036	MRPS16	51021	849	198
BRD-K34411947	streptozotocin	29327	CIDs00029327	9606.ENSP00000362082	CCND3	896	133	198
BRD-K35923252	Ac-Leu-Leu-Nle-CHO	443118	CIDs00443118	9606.ENSP00000387699	CREB1	1385	454	198
BRD-K39944607	ochratoxin-a	442530	CIDs00442530	9606.ENSP00000360613	UBE2A	7319	165	198
BRD-K46419649	U0126	3006531	CIDs03006531	9606.ENSP00000220003	CSK	1445	217	198
BRD-K46419649	U0126	3006531	CIDs03006531	9606.ENSP00000298048	MELK	9833	491	198
BRD-K46419649	U0126	3006531	CIDs03006531	9606.ENSP00000312150	TRIB1	10221	208	198
BRD-K46419649	U0126	3006531	CIDs03006531	9606.ENSP00000337451	EPHA3	2042	550	198
BRD-K46419649	U0126	3006531	CIDs03006531	9606.ENSP00000338127	TESK1	7016	445	198
BRD-K46419649	U0126	3006531	CIDs03006531	9606.ENSP00000361423	ABL1	25	192	198
BRD-K46435528	trichloroethylene	6575	CIDm00006575	9606.ENSP00000302961	HSPA4	3308	699	198
BRD-K46435528	trichloroethylene	6575	CIDs00006575	9606.ENSP00000302961	HSPA4	3308	699	198
BRD-K47832606	floxuridine	5790	CIDs00005790	9606.ENSP00000333926	ABCC5	10057	656	198
BRD-K49668410	clarithromycin	84029	CIDs00084029	9606.ENSP00000325548	CNDP2	55748	819	198
BRD-K50128260	sildenafil	5212	CIDm00005212	9606.ENSP00000220003	CSK	1445	217	198
BRD-K50128260	sildenafil	5212	CIDm00005212	9606.ENSP00000298048	MELK	9833	491	198
BRD-K50128260	sildenafil	5212	CIDm00005212	9606.ENSP00000312150	TRIB1	10221	208	198
BRD-K50128260	sildenafil	5212	CIDm00005212	9606.ENSP00000337451	EPHA3	2042	550	198
BRD-K50128260	sildenafil	5212	CIDm00005212	9606.ENSP00000338127	TESK1	7016	445	198
BRD-K50128260	sildenafil	5212	CIDm00005212	9606.ENSP00000346671	FYN	2534	686	198
BRD-K50128260	sildenafil	5212	CIDm00005212	9606.ENSP00000361423	ABL1	25	192	198
BRD-K50128260	sildenafil	5212	CIDm00005212	9606.ENSP00000364898	SYK	6850	581	198
BRD-K50128260	sildenafil	5212	CIDm00005212	9606.ENSP00000428924	LYN	4067	695	198
BRD-K50128260	sildenafil	5212	CIDs00005212	9606.ENSP00000220003	CSK	1445	217	198
BRD-K50128260	sildenafil	5212	CIDs00005212	9606.ENSP00000298048	MELK	9833	491	198
BRD-K50128260	sildenafil	5212	CIDs00005212	9606.ENSP00000312150	TRIB1	10221	208	198
BRD-K50128260	sildenafil	5212	CIDs00005212	9606.ENSP00000337451	EPHA3	2042	550	198
BRD-K50128260	sildenafil	5212	CIDs00005212	9606.ENSP00000338127	TESK1	7016	445	198
BRD-K50128260	sildenafil	5212	CIDs00005212	9606.ENSP00000346671	FYN	2534	686	198
BRD-K50128260	sildenafil	5212	CIDs00005212	9606.ENSP00000361423	ABL1	25	192	198
BRD-K50128260	sildenafil	5212	CIDs00005212	9606.ENSP00000364898	SYK	6850	581	198
BRD-K50128260	sildenafil	5212	CIDs00005212	9606.ENSP00000428924	LYN	4067	695	198
BRD-K51575138	TPCA-1	9903786	CIDm09903786	9606.ENSP00000296702	TCERG1	10915	225	198
BRD-K51575138	TPCA-1	9903786	CIDs09903786	9606.ENSP00000296702	TCERG1	10915	225	198
BRD-K51941867	LM-1685	10068193	CIDm10068193	9606.ENSP00000266000	DAXX	1616	143	198
BRD-K51941867	LM-1685	10068193	CIDs10068193	9606.ENSP00000266000	DAXX	1616	143	198
BRD-K52020312	metronidazole	4173	CIDm00004173	9606.ENSP00000325548	CNDP2	55748	819	198
BRD-K52020312	metronidazole	4173	CIDs00004173	9606.ENSP00000325548	CNDP2	55748	819	198
BRD-K54208592	carbaryl	6129	CIDm00006129	9606.ENSP00000216911	AURKA	6790	443	198
BRD-K54208592	carbaryl	6129	CIDs00006129	9606.ENSP00000216911	AURKA	6790	443	198
BRD-K55044200	amoxicillin	33613	CIDs00033613	9606.ENSP00000378364	SLC11A2	4891	338	198
BRD-K56301217	ABT-737	11228183	CIDm11228183	9606.ENSP00000269848	PFKL	5211	62	198
BRD-K56301217	ABT-737	11228183	CIDs11228183	9606.ENSP00000269848	PFKL	5211	62	198
BRD-K59184148	SB-216763	176158	CIDm00176158	9606.ENSP00000220003	CSK	1445	217	198
BRD-K59184148	SB-216763	176158	CIDm00176158	9606.ENSP00000292408	FGFR4	2264	469	198
BRD-K59184148	SB-216763	176158	CIDm00176158	9606.ENSP00000298048	MELK	9833	491	198
BRD-K59184148	SB-216763	176158	CIDm00176158	9606.ENSP00000312150	TRIB1	10221	208	198
BRD-K59184148	SB-216763	176158	CIDm00176158	9606.ENSP00000337451	EPHA3	2042	550	198
BRD-K59184148	SB-216763	176158	CIDm00176158	9606.ENSP00000338127	TESK1	7016	445	198
BRD-K59184148	SB-216763	176158	CIDm00176158	9606.ENSP00000346671	FYN	2534	686	198
BRD-K59184148	SB-216763	176158	CIDm00176158	9606.ENSP00000361423	ABL1	25	192	198
BRD-K59184148	SB-216763	176158	CIDm00176158	9606.ENSP00000364898	SYK	6850	581	198
BRD-K59184148	SB-216763	176158	CIDm00176158	9606.ENSP00000410294	FGFR2	2263	409	198
BRD-K59184148	SB-216763	176158	CIDm00176158	9606.ENSP00000428924	LYN	4067	695	198
BRD-K59184148	SB-216763	176158	CIDs00176158	9606.ENSP00000220003	CSK	1445	217	198
BRD-K59184148	SB-216763	176158	CIDs00176158	9606.ENSP00000292408	FGFR4	2264	469	198
BRD-K59184148	SB-216763	176158	CIDs00176158	9606.ENSP00000298048	MELK	9833	491	198
BRD-K59184148	SB-216763	176158	CIDs00176158	9606.ENSP00000312150	TRIB1	10221	208	198
BRD-K59184148	SB-216763	176158	CIDs00176158	9606.ENSP00000337451	EPHA3	2042	550	198
BRD-K59184148	SB-216763	176158	CIDs00176158	9606.ENSP00000338127	TESK1	7016	445	198
BRD-K59184148	SB-216763	176158	CIDs00176158	9606.ENSP00000346671	FYN	2534	686	198
BRD-K59184148	SB-216763	176158	CIDs00176158	9606.ENSP00000361423	ABL1	25	192	198
BRD-K59184148	SB-216763	176158	CIDs00176158	9606.ENSP00000364898	SYK	6850	581	198
BRD-K59184148	SB-216763	176158	CIDs00176158	9606.ENSP00000410294	FGFR2	2263	409	198
BRD-K59184148	SB-216763	176158	CIDs00176158	9606.ENSP00000428924	LYN	4067	695	198
BRD-K60511616	pravastatin	54687	CIDs00054687	9606.ENSP00000220003	CSK	1445	217	198
BRD-K60511616	pravastatin	54687	CIDs00054687	9606.ENSP00000298048	MELK	9833	491	198
BRD-K60511616	pravastatin	54687	CIDs00054687	9606.ENSP00000312150	TRIB1	10221	208	198
BRD-K60511616	pravastatin	54687	CIDs00054687	9606.ENSP00000337451	EPHA3	2042	550	198
BRD-K60511616	pravastatin	54687	CIDs00054687	9606.ENSP00000338127	TESK1	7016	445	198
BRD-K60511616	pravastatin	54687	CIDs00054687	9606.ENSP00000346671	FYN	2534	686	198
BRD-K60511616	pravastatin	54687	CIDs00054687	9606.ENSP00000361423	ABL1	25	192	198
BRD-K60511616	pravastatin	54687	CIDs00054687	9606.ENSP00000364898	SYK	6850	581	198
BRD-K60511616	pravastatin	54687	CIDs00054687	9606.ENSP00000428924	LYN	4067	695	198
BRD-K62363391	dapsone	2955	CIDm00002955	9606.ENSP00000293328	STAT5B	6777	501	198
BRD-K62363391	dapsone	2955	CIDs00002955	9606.ENSP00000293328	STAT5B	6777	501	198
BRD-K62982419	cilomilast	151170	CIDm00151170	9606.ENSP00000377486	MRPL19	9801	394	198
BRD-K62982419	cilomilast	151170	CIDs00151170	9606.ENSP00000377486	MRPL19	9801	394	198
BRD-K63606607	bufalin	9547215	CIDs09547215	9606.ENSP00000220003	CSK	1445	217	198
BRD-K63606607	bufalin	9547215	CIDs09547215	9606.ENSP00000288135	KIT	3815	506	198
BRD-K63606607	bufalin	9547215	CIDs09547215	9606.ENSP00000292408	FGFR4	2264	469	198
BRD-K63606607	bufalin	9547215	CIDs09547215	9606.ENSP00000298048	MELK	9833	491	198
BRD-K63606607	bufalin	9547215	CIDs09547215	9606.ENSP00000312150	TRIB1	10221	208	198
BRD-K63606607	bufalin	9547215	CIDs09547215	9606.ENSP00000337451	EPHA3	2042	550	198
BRD-K63606607	bufalin	9547215	CIDs09547215	9606.ENSP00000338127	TESK1	7016	445	198
BRD-K63606607	bufalin	9547215	CIDs09547215	9606.ENSP00000346671	FYN	2534	686	198
BRD-K63606607	bufalin	9547215	CIDs09547215	9606.ENSP00000361423	ABL1	25	192	198
BRD-K63606607	bufalin	9547215	CIDs09547215	9606.ENSP00000364898	SYK	6850	581	198
BRD-K63606607	bufalin	9547215	CIDs09547215	9606.ENSP00000410294	FGFR2	2263	409	198
BRD-K63606607	bufalin	9547215	CIDs09547215	9606.ENSP00000428924	LYN	4067	695	198
BRD-K64052750	gefitinib	123631	CIDm00123631	9606.ENSP00000323588	SOX2	6657	785	198
BRD-K64052750	gefitinib	123631	CIDs00123631	9606.ENSP00000323588	SOX2	6657	785	198
BRD-K64634304	tretinoin	445354	CIDs00445354	9606.ENSP00000306245	FOS	2353	642	198
BRD-K64634304	tretinoin	445354	CIDs00445354	9606.ENSP00000355651	RAB4A	5867	406	198
BRD-K76805682	SB-415286	4210951	CIDm04210951	9606.ENSP00000220003	CSK	1445	217	198
BRD-K76805682	SB-415286	4210951	CIDm04210951	9606.ENSP00000288135	KIT	3815	506	198
BRD-K76805682	SB-415286	4210951	CIDm04210951	9606.ENSP00000292408	FGFR4	2264	469	198
BRD-K76805682	SB-415286	4210951	CIDm04210951	9606.ENSP00000298048	MELK	9833	491	198
BRD-K76805682	SB-415286	4210951	CIDm04210951	9606.ENSP00000312150	TRIB1	10221	208	198
BRD-K76805682	SB-415286	4210951	CIDm04210951	9606.ENSP00000337451	EPHA3	2042	550	198
BRD-K76805682	SB-415286	4210951	CIDm04210951	9606.ENSP00000338127	TESK1	7016	445	198
BRD-K76805682	SB-415286	4210951	CIDm04210951	9606.ENSP00000346671	FYN	2534	686	198
BRD-K76805682	SB-415286	4210951	CIDm04210951	9606.ENSP00000361423	ABL1	25	192	198
BRD-K76805682	SB-415286	4210951	CIDm04210951	9606.ENSP00000364898	SYK	6850	581	198
BRD-K76805682	SB-415286	4210951	CIDm04210951	9606.ENSP00000410294	FGFR2	2263	409	198
BRD-K76805682	SB-415286	4210951	CIDm04210951	9606.ENSP00000428924	LYN	4067	695	198
BRD-K76805682	SB-415286	4210951	CIDs04210951	9606.ENSP00000220003	CSK	1445	217	198
BRD-K76805682	SB-415286	4210951	CIDs04210951	9606.ENSP00000288135	KIT	3815	506	198
BRD-K76805682	SB-415286	4210951	CIDs04210951	9606.ENSP00000292408	FGFR4	2264	469	198
BRD-K76805682	SB-415286	4210951	CIDs04210951	9606.ENSP00000298048	MELK	9833	491	198
BRD-K76805682	SB-415286	4210951	CIDs04210951	9606.ENSP00000312150	TRIB1	10221	208	198
BRD-K76805682	SB-415286	4210951	CIDs04210951	9606.ENSP00000337451	EPHA3	2042	550	198
BRD-K76805682	SB-415286	4210951	CIDs04210951	9606.ENSP00000338127	TESK1	7016	445	198
BRD-K76805682	SB-415286	4210951	CIDs04210951	9606.ENSP00000346671	FYN	2534	686	198
BRD-K76805682	SB-415286	4210951	CIDs04210951	9606.ENSP00000361423	ABL1	25	192	198
BRD-K76805682	SB-415286	4210951	CIDs04210951	9606.ENSP00000364898	SYK	6850	581	198
BRD-K76805682	SB-415286	4210951	CIDs04210951	9606.ENSP00000410294	FGFR2	2263	409	198
BRD-K76805682	SB-415286	4210951	CIDs04210951	9606.ENSP00000428924	LYN	4067	695	198
BRD-K78010432	furosemide	3440	CIDm00003440	9606.ENSP00000265734	CDK6	1021	570	198
BRD-K78010432	furosemide	3440	CIDs00003440	9606.ENSP00000265734	CDK6	1021	570	198
BRD-K78113049	enoxacin	3229	CIDm00003229	9606.ENSP00000326119	PMAIP1	5366	452	198
BRD-K78113049	enoxacin	3229	CIDs00003229	9606.ENSP00000326119	PMAIP1	5366	452	198
BRD-K87909389	alvocidib	5287969	CIDm05287969	9606.ENSP00000362082	CCND3	896	133	198
BRD-K87909389	alvocidib	5287969	CIDs05287969	9606.ENSP00000362082	CCND3	896	133	198
BRD-K88510285	bortezomib	387447	CIDs00387447	9606.ENSP00000339527	FOXO3	2309	447	198
BRD-K90027355	spironolactone	5833	CIDs00005833	9606.ENSP00000275493	EGFR	1956	173	198
BRD-K93460210	lamotrigine	3878	CIDm00003878	9606.ENSP00000220003	CSK	1445	217	198
BRD-K93460210	lamotrigine	3878	CIDm00003878	9606.ENSP00000288135	KIT	3815	506	198
BRD-K93460210	lamotrigine	3878	CIDm00003878	9606.ENSP00000292408	FGFR4	2264	469	198
BRD-K93460210	lamotrigine	3878	CIDm00003878	9606.ENSP00000298048	MELK	9833	491	198
BRD-K93460210	lamotrigine	3878	CIDm00003878	9606.ENSP00000312150	TRIB1	10221	208	198
BRD-K93460210	lamotrigine	3878	CIDm00003878	9606.ENSP00000337451	EPHA3	2042	550	198
BRD-K93460210	lamotrigine	3878	CIDm00003878	9606.ENSP00000338127	TESK1	7016	445	198
BRD-K93460210	lamotrigine	3878	CIDm00003878	9606.ENSP00000346671	FYN	2534	686	198
BRD-K93460210	lamotrigine	3878	CIDm00003878	9606.ENSP00000361423	ABL1	25	192	198
BRD-K93460210	lamotrigine	3878	CIDm00003878	9606.ENSP00000364898	SYK	6850	581	198
BRD-K93460210	lamotrigine	3878	CIDm00003878	9606.ENSP00000410294	FGFR2	2263	409	198
BRD-K93460210	lamotrigine	3878	CIDm00003878	9606.ENSP00000428924	LYN	4067	695	198
BRD-K93460210	lamotrigine	3878	CIDs00003878	9606.ENSP00000220003	CSK	1445	217	198
BRD-K93460210	lamotrigine	3878	CIDs00003878	9606.ENSP00000288135	KIT	3815	506	198
