pert_id	pert_iname	gene_symbol	entrez	gene_idx	chembl	chembl_actions	chembl_direct	stitch_score	evidence
BRD-K79711234	thiamphenicol	STAT5B	6777	501	0		0	202	stitch
BRD-K79711234	thiamphenicol	MTERF3	51001	924	0		0	190	stitch
BRD-K79711234	thiamphenicol	LAP3	51056	839	0		0	167	stitch
BRD-K79759031	artesunate	CAT	847	96	0		0	938	stitch_high
BRD-K79759031	artesunate	MMP1	4312	461	0		0	800	stitch_high
BRD-K79759031	artesunate	TLR4	7099	944	0		0	800	stitch_high
BRD-K79759031	artesunate	NFE2L2	4780	66	0		0	800	stitch_high
BRD-K79759031	artesunate	GSTM2	2946	456	0		0	800	stitch_high
BRD-K79759031	artesunate	CASP3	836	284	0		0	724	stitch_high
BRD-K79759031	artesunate	PARP1	142	605	0		0	700	stitch_high
BRD-K79759031	artesunate	MTHFD2	10797	141	0		0	700	stitch_high
BRD-K79759031	artesunate	RPS6	6194	9	0		0	700	stitch_high
BRD-K79759031	artesunate	FZD7	8324	417	0		0	700	stitch_high
BRD-K79759031	artesunate	OXSR1	9943	268	0		0	414	stitch
BRD-K79759031	artesunate	NVL	4931	589	0		0	343	stitch
BRD-K79759031	artesunate	STAT5B	6777	501	0		0	219	stitch
BRD-K79759031	artesunate	SLC2A6	11182	938	0		0	204	stitch
BRD-K79759031	artesunate	STAT1	6772	40	0		0	173	stitch
BRD-K79759031	artesunate	STAT3	6774	626	0		0	173	stitch
BRD-K79759031	artesunate	HPRT1	3251	300	0		0	162	stitch
BRD-K79759031	artesunate	TXNRD1	7296	80	0		0	150	stitch
BRD-K79759031	artesunate	BAX	581	599	0		0	150	stitch
BRD-K79930101	GW-583340	EGFR	1956	173	0		0	686	stitch
BRD-K79930101	GW-583340	ERBB2	2064	810	0		0	637	stitch
BRD-K80267133	aminosalicylic-acid	PTGS2	5743	482	0		0	800	stitch_high
BRD-K80267133	aminosalicylic-acid	ADAM10	102	251	0		0	249	stitch
BRD-K80267133	aminosalicylic-acid	MEF2C	4208	590	0		0	189	stitch
BRD-K80267133	aminosalicylic-acid	TOP2A	7153	82	0		0	177	stitch
BRD-K80267133	aminosalicylic-acid	SCRN1	9805	99	0		0	165	stitch
BRD-K80267133	aminosalicylic-acid	RFX5	5993	319	0		0	155	stitch
BRD-K80267133	aminosalicylic-acid	CAT	847	96	0		0	153	stitch
BRD-K80334323	noretynodrel	NR3C1	2908	807	0		0	471	stitch
BRD-K80334323	noretynodrel	HOXA10	3206	771	0		0	155	stitch
BRD-K80343549	TAK-285	EGFR	1956	173	1	INHIBITOR	1		chembl
BRD-K80343549	TAK-285	ERBB2	2064	810	1	INHIBITOR	1		chembl
BRD-K80353807	khellin	PDS5A	23244	718	0		0	152	stitch
BRD-K80396088	gliquidone	GAA	2548	295	0		0	180	stitch
BRD-K80622725	STK-397047	SMAD3	4088	524	0		0	567	stitch
BRD-K80684056	cantharidin	MMP2	4313	56	0		0	800	stitch_high
BRD-K80684056	cantharidin	PTPN1	5770	272	0		0	235	stitch
BRD-K80684056	cantharidin	POLB	5423	407	0		0	217	stitch
BRD-K80684056	cantharidin	LIPA	3988	157	0		0	200	stitch
BRD-K80684056	cantharidin	FPGS	2356	315	0		0	199	stitch
BRD-K80684056	cantharidin	MYL9	10398	55	0		0	196	stitch
BRD-K80684056	cantharidin	NGRN	51335	818	0		0	194	stitch
BRD-K80684056	cantharidin	TESK1	7016	445	0		0	152	stitch
BRD-K80684056	cantharidin	BAX	581	599	0		0	150	stitch
BRD-K80684056	cantharidin	BIRC5	332	187	0		0	150	stitch
BRD-K80725632	lavendustin-c	EGFR	1956	173	0		0	586	stitch
BRD-K80725632	lavendustin-c	TRAP1	10131	91	0		0	237	stitch
BRD-K80725632	lavendustin-c	CHP1	11261	591	0		0	167	stitch
BRD-K80738081	resveratrol	PPARG	5468	600	0		0	991	stitch_high
BRD-K80738081	resveratrol	NOS3	4846	536	0		0	987	stitch_high
BRD-K80738081	resveratrol	PTGS2	5743	482	0		0	981	stitch_high
BRD-K80738081	resveratrol	SIRT3	23410	958	0		0	971	stitch_high
BRD-K80738081	resveratrol	TP53	7157	139	0		0	965	stitch_high
BRD-K80738081	resveratrol	HMOX1	3162	413	0		0	961	stitch_high
BRD-K80738081	resveratrol	FOXO3	2309	447	0		0	961	stitch_high
BRD-K80738081	resveratrol	NFE2L2	4780	66	0		0	958	stitch_high
BRD-K80738081	resveratrol	CASP3	836	284	0		0	956	stitch_high
BRD-K80738081	resveratrol	STAT3	6774	626	0		0	955	stitch_high
BRD-K80738081	resveratrol	PARP1	142	605	0		0	952	stitch_high
BRD-K80738081	resveratrol	IL1B	3553	508	0		0	947	stitch_high
BRD-K80738081	resveratrol	MMP2	4313	56	0		0	947	stitch_high
BRD-K80738081	resveratrol	EGFR	1956	173	0		0	947	stitch_high
BRD-K80738081	resveratrol	JUN	3725	100	0		0	946	stitch_high
BRD-K80738081	resveratrol	FOS	2353	642	0		0	945	stitch_high
BRD-K80738081	resveratrol	HMGCR	3156	244	0		0	943	stitch_high
BRD-K80738081	resveratrol	CCL2	6347	809	0		0	931	stitch_high
BRD-K80738081	resveratrol	SERPINE1	5054	253	0		0	873	stitch_high
BRD-K80738081	resveratrol	CAT	847	96	0		0	871	stitch_high
BRD-K80738081	resveratrol	CDK4	1019	209	0		0	862	stitch_high
BRD-K80738081	resveratrol	DNMT1	1786	132	0		0	857	stitch_high
BRD-K80738081	resveratrol	CCND1	595	610	0		0	857	stitch_high
BRD-K80738081	resveratrol	BECN1	8678	624	0		0	853	stitch_high
BRD-K80738081	resveratrol	ICAM1	3383	257	0		0	851	stitch_high
BRD-K80738081	resveratrol	ERBB2	2064	810	0		0	849	stitch_high
BRD-K80738081	resveratrol	ADGRE5	976	310	0		0	843	stitch_high
BRD-K80738081	resveratrol	EGR1	1958	130	0		0	841	stitch_high
BRD-K80738081	resveratrol	ELAVL1	1994	137	0		0	839	stitch_high
BRD-K80738081	resveratrol	SMAD3	4088	524	0		0	837	stitch_high
BRD-K80738081	resveratrol	HSPB1	3315	156	0		0	824	stitch_high
BRD-K80738081	resveratrol	NCOA3	8202	583	0		0	824	stitch_high
BRD-K80738081	resveratrol	SOX2	6657	785	0		0	824	stitch_high
BRD-K80738081	resveratrol	PTPN1	5770	272	0		0	822	stitch_high
BRD-K80738081	resveratrol	HSPA4	3308	699	0		0	818	stitch_high
BRD-K80738081	resveratrol	DNM1	1759	802	0		0	800	stitch_high
BRD-K80738081	resveratrol	TBXA2R	6915	970	0		0	800	stitch_high
BRD-K80738081	resveratrol	PCK2	5106	299	0		0	784	stitch_high
BRD-K80738081	resveratrol	NFKBIA	4792	105	0		0	779	stitch_high
BRD-K80738081	resveratrol	CREB1	1385	454	0		0	764	stitch_high
BRD-K80738081	resveratrol	CHEK2	11200	692	0		0	761	stitch_high
BRD-K80738081	resveratrol	CDK2	1017	450	0		0	752	stitch_high
BRD-K80738081	resveratrol	RPS6KA1	6195	383	0		0	743	stitch_high
BRD-K80738081	resveratrol	TLR4	7099	944	0		0	742	stitch_high
BRD-K80738081	resveratrol	APP	351	11	0		0	740	stitch_high
BRD-K80738081	resveratrol	FOXO4	4303	527	0		0	738	stitch_high
BRD-K80738081	resveratrol	BAX	581	599	0		0	736	stitch_high
BRD-K80738081	resveratrol	RB1	5925	341	0		0	736	stitch_high
BRD-K80738081	resveratrol	EGF	1950	555	0		0	736	stitch_high
BRD-K80738081	resveratrol	ATF1	466	967	0		0	733	stitch_high
BRD-K80738081	resveratrol	HDAC2	3066	155	0		0	733	stitch_high
BRD-K80738081	resveratrol	EIF4EBP1	1978	955	0		0	733	stitch_high
BRD-K80738081	resveratrol	ABCC5	10057	656	0		0	727	stitch_high
BRD-K80738081	resveratrol	PTK2	5747	615	0		0	725	stitch_high
BRD-K80738081	resveratrol	CDK1	983	353	0		0	725	stitch_high
BRD-K80738081	resveratrol	CASP7	840	572	0		0	724	stitch_high
BRD-K80738081	resveratrol	CASP10	843	530	0		0	722	stitch_high
BRD-K80738081	resveratrol	CTSD	1509	25	0		0	722	stitch_high
BRD-K80738081	resveratrol	CASP2	835	593	0		0	700	stitch_high
BRD-K80738081	resveratrol	PAK1	5058	673	0		0	700	stitch_high
BRD-K80738081	resveratrol	SMC1A	8243	118	0		0	700	stitch_high
BRD-K80738081	resveratrol	XBP1	7494	18	0		0	700	stitch_high
BRD-K80738081	resveratrol	TOP2A	7153	82	0		0	700	stitch_high
BRD-K80738081	resveratrol	C5	727	532	0		0	700	stitch_high
BRD-K80738081	resveratrol	CFLAR	8837	683	0		0	700	stitch_high
BRD-K80738081	resveratrol	RPS6	6194	9	0		0	700	stitch_high
BRD-K80738081	resveratrol	TXNRD1	7296	80	0		0	700	stitch_high
BRD-K80738081	resveratrol	BID	637	705	0		0	700	stitch_high
BRD-K80738081	resveratrol	SYK	6850	581	0		0	700	stitch_high
BRD-K80738081	resveratrol	EDN1	1906	910	0		0	700	stitch_high
BRD-K80738081	resveratrol	NRAS	4893	258	0		0	629	stitch
BRD-K80738081	resveratrol	PIK3CA	5290	455	0		0	467	stitch
BRD-K80738081	resveratrol	MYO10	4651	171	0		0	440	stitch
BRD-K80738081	resveratrol	RHEB	6009	97	0		0	387	stitch
BRD-K80738081	resveratrol	MYLK	4638	247	0		0	341	stitch
BRD-K80738081	resveratrol	BRCA1	672	466	0		0	339	stitch
BRD-K80738081	resveratrol	DECR1	1666	233	0		0	337	stitch
BRD-K80738081	resveratrol	BIRC5	332	187	0		0	333	stitch
BRD-K80738081	resveratrol	RALB	5899	188	0		0	326	stitch
BRD-K80738081	resveratrol	RALA	5898	796	0		0	326	stitch
BRD-K80738081	resveratrol	CYCS	54205	621	0		0	317	stitch
BRD-K80738081	resveratrol	STAT1	6772	40	0		0	312	stitch
BRD-K80738081	resveratrol	CDK6	1021	570	0		0	307	stitch
BRD-K80738081	resveratrol	NFKB2	4791	580	0		0	289	stitch
BRD-K80738081	resveratrol	NR3C1	2908	807	0		0	289	stitch
BRD-K80738081	resveratrol	DFFA	1676	362	0		0	286	stitch
BRD-K80738081	resveratrol	MSH6	2956	311	0		0	286	stitch
BRD-K80738081	resveratrol	CDKN1B	1027	637	0		0	283	stitch
BRD-K80738081	resveratrol	MAT2A	4144	26	0		0	278	stitch
BRD-K80738081	resveratrol	ATG3	64422	952	0		0	271	stitch
BRD-K80738081	resveratrol	DDB2	1643	388	0		0	267	stitch
BRD-K80738081	resveratrol	SDHB	6390	261	0		0	258	stitch
BRD-K80738081	resveratrol	CXCR4	7852	710	0		0	253	stitch
BRD-K80738081	resveratrol	APOE	348	384	0		0	252	stitch
BRD-K80738081	resveratrol	MAPK13	5603	685	0		0	247	stitch
BRD-K80738081	resveratrol	CCNB2	9133	270	0		0	242	stitch
BRD-K80738081	resveratrol	IGF2R	3482	92	0		0	233	stitch
BRD-K80738081	resveratrol	SQSTM1	8878	102	0		0	231	stitch
BRD-K80738081	resveratrol	SCARB1	949	151	0		0	230	stitch
BRD-K80738081	resveratrol	PMAIP1	5366	452	0		0	227	stitch
BRD-K80738081	resveratrol	CCNB1	891	798	0		0	225	stitch
BRD-K80738081	resveratrol	HSPA1A	3303	30	0		0	224	stitch
BRD-K80738081	resveratrol	HSPD1	3329	31	0		0	224	stitch
BRD-K80738081	resveratrol	FIS1	51024	847	0		0	220	stitch
BRD-K80738081	resveratrol	DUSP3	1845	110	0		0	218	stitch
BRD-K80738081	resveratrol	TERT	7015	574	0		0	218	stitch
BRD-K80738081	resveratrol	DAXX	1616	143	0		0	216	stitch
BRD-K80738081	resveratrol	DNMT3A	1788	881	0		0	216	stitch
BRD-K80738081	resveratrol	GADD45A	1647	419	0		0	214	stitch
BRD-K80738081	resveratrol	PPARD	5467	973	0		0	212	stitch
BRD-K80738081	resveratrol	RHOA	387	5	0		0	211	stitch
BRD-K80738081	resveratrol	RAC2	5880	578	0		0	211	stitch
BRD-K80738081	resveratrol	PTPN6	5777	561	0		0	210	stitch
BRD-K80738081	resveratrol	PIK3C3	5289	453	0		0	204	stitch
BRD-K80738081	resveratrol	ACAT2	39	672	0		0	190	stitch
BRD-K80738081	resveratrol	ACAA1	30	794	0		0	190	stitch
BRD-K80738081	resveratrol	NFKBIE	4794	432	0		0	187	stitch
BRD-K80738081	resveratrol	PSMD10	5716	928	0		0	187	stitch
BRD-K80738081	resveratrol	RAI14	26064	183	0		0	187	stitch
BRD-K80738081	resveratrol	GABPB1	2553	554	0		0	187	stitch
BRD-K80738081	resveratrol	NFKBIB	4793	790	0		0	187	stitch
BRD-K80738081	resveratrol	ANKRD10	55608	854	0		0	187	stitch
BRD-K80738081	resveratrol	CDK7	1022	701	0		0	186	stitch
BRD-K80738081	resveratrol	ATF5	22809	500	0		0	175	stitch
BRD-K80738081	resveratrol	CAB39	51719	833	0		0	173	stitch
BRD-K80738081	resveratrol	ERO1A	30001	883	0		0	171	stitch
BRD-K80738081	resveratrol	MAST2	23139	804	0		0	164	stitch
BRD-K80738081	resveratrol	NRIP1	8204	249	0		0	162	stitch
BRD-K80738081	resveratrol	E2F2	1870	569	0		0	159	stitch
BRD-K80738081	resveratrol	COG2	22796	332	0		0	159	stitch
BRD-K80738081	resveratrol	SFN	2810	648	0		0	156	stitch
BRD-K80738081	resveratrol	IKBKB	3551	653	0		0	156	stitch
BRD-K80738081	resveratrol	HMGCS1	3157	964	0		0	150	stitch
BRD-K80738081	resveratrol	GRN	2896	19	0		0	150	stitch
BRD-K80738081	resveratrol	MELK	9833	491	0		0	150	stitch
BRD-K80738081	resveratrol	TNIP1	10318	573	0		0	150	stitch
BRD-K80738081	resveratrol	RELB	5971	519	0		0	150	stitch
BRD-K80738081	resveratrol	BMP4	652	703	0		0	150	stitch
BRD-K80738081	resveratrol	EIF5	1983	609	0		0	150	stitch
BRD-K80738081	resveratrol	CEP57	9702	395	0		0	150	stitch
BRD-K80738081	resveratrol	PRSS23	11098	235	0		0	150	stitch
BRD-K80738081	resveratrol	CDC25B	994	159	0		0	150	stitch
BRD-K80738081	resveratrol	CXCL2	2920	678	0		0	150	stitch
BRD-K80738081	resveratrol	SMC4	10051	128	0		0	150	stitch
BRD-K80738081	resveratrol	CD44	960	463	0		0	150	stitch
BRD-K80738081	resveratrol	ERBB3	2065	234	0		0	150	stitch
BRD-K80738081	resveratrol	ATF6	22926	434	0		0	150	stitch
BRD-K80738081	resveratrol	ASAH1	427	783	0		0	150	stitch
BRD-K80738081	resveratrol	GDPD5	81544	777	0		0	150	stitch
BRD-K80738081	resveratrol	TIMELESS	8914	326	0		0	150	stitch
BRD-K80738081	resveratrol	CSNK2A2	1459	405	0		0	150	stitch
BRD-K80738081	resveratrol	PPP2R5A	5525	201	0		0	150	stitch
BRD-K80738081	resveratrol	GTF2E2	2961	265	0		0	150	stitch
BRD-K80738081	resveratrol	KIF20A	10112	897	0		0	150	stitch
BRD-K80738081	resveratrol	HPRT1	3251	300	0		0	150	stitch
BRD-K80738081	resveratrol	IPO13	9670	399	0		0	150	stitch
BRD-K80738081	resveratrol	STMN1	3925	27	0		0	150	stitch
BRD-K80738081	resveratrol	CEBPD	1052	435	0		0	150	stitch
BRD-K80738081	resveratrol	TP53BP2	7159	337	0		0	150	stitch
BRD-K80738081	resveratrol	AURKA	6790	443	0		0	150	stitch
BRD-K80738081	resveratrol	PROS1	5627	585	0		0	150	stitch
BRD-K80738081	resveratrol	SESN1	27244	872	0		0	150	stitch
BRD-K80738081	resveratrol	IGFBP3	3486	719	0		0	150	stitch
BRD-K80738081	resveratrol	TGFBR2	7048	576	0		0	150	stitch
BRD-K80738081	resveratrol	RPA1	6117	108	0		0	150	stitch
BRD-K80738081	resveratrol	COL1A1	1277	214	0		0	150	stitch
BRD-K80738081	resveratrol	NPC1	4864	264	0		0	150	stitch
BRD-K80738081	resveratrol	DLD	1738	634	0		0	150	stitch
BRD-K80738081	resveratrol	VAV3	10451	900	0		0	150	stitch
BRD-K80738081	resveratrol	SPP1	6696	681	0		0	150	stitch
BRD-K80738081	resveratrol	PGAM1	5223	39	0		0	150	stitch
BRD-K80738081	resveratrol	PLOD3	8985	200	0		0	150	stitch
BRD-K80738081	resveratrol	MSRA	4482	922	0		0	150	stitch
BRD-K80738081	resveratrol	HOMER2	9455	812	0		0	150	stitch
BRD-K80738081	resveratrol	HES1	3280	385	0		0	150	stitch
BRD-K80738081	resveratrol	PDGFA	5154	529	0		0	150	stitch
BRD-K80738081	resveratrol	MYBL2	4605	135	0		0	150	stitch
BRD-K80738081	resveratrol	PLP2	5355	65	0		0	150	stitch
BRD-K80738081	resveratrol	TOPBP1	11073	255	0		0	150	stitch
BRD-K80738081	resveratrol	BUB1B	701	422	0		0	150	stitch
BRD-K80738081	resveratrol	MTA1	9112	709	0		0	150	stitch
BRD-K80738081	resveratrol	SHB	6461	475	0		0	150	stitch
BRD-K80738081	resveratrol	CENPE	1062	505	0		0	150	stitch
BRD-K80738081	resveratrol	PLK1	5347	207	0		0	150	stitch
BRD-K80738081	resveratrol	MEF2C	4208	590	0		0	150	stitch
BRD-K80738081	resveratrol	CCNA1	8900	544	0		0	150	stitch
BRD-K80738081	resveratrol	CCND3	896	133	0		0	150	stitch
BRD-K80946661	triacetylresveratrol	TP53	7157	139	0		0	800	stitch_high
BRD-K80946661	triacetylresveratrol	MTA1	9112	709	0		0	227	stitch
BRD-K81091703	chlorprothixene	TBXA2R	6915	970	0		0	237	stitch
BRD-K81091703	chlorprothixene	CXCR4	7852	710	0		0	237	stitch
BRD-K81091703	chlorprothixene	ADRB2	154	553	0		0	237	stitch
BRD-K81091703	chlorprothixene	WFS1	7466	309	0		0	212	stitch
BRD-K81091703	chlorprothixene	CYCS	54205	621	0		0	150	stitch
BRD-K81142122	STK-249718	DUSP3	1845	110	0		0	217	stitch
BRD-K81142122	STK-249718	DUSP6	1848	618	0		0	216	stitch
BRD-K81169441	cerivastatin	HMGCR	3156	244	1	INHIBITOR	1		chembl
BRD-K81209159	herniarin	MBTPS1	8720	123	0		0	249	stitch
BRD-K81209159	herniarin	CERK	64781	878	0		0	181	stitch
BRD-K81225797	SCH-58261	SERPINE1	5054	253	0		0	308	stitch
BRD-K81225797	SCH-58261	ADO	84890	736	0		0	264	stitch
BRD-K81225797	SCH-58261	ADRB2	154	553	0		0	240	stitch
BRD-K81225797	SCH-58261	TBXA2R	6915	970	0		0	240	stitch
BRD-K81225797	SCH-58261	CXCR4	7852	710	0		0	240	stitch
BRD-K81225797	SCH-58261	SYNE2	23224	283	0		0	236	stitch
BRD-K81225797	SCH-58261	MICALL1	85377	965	0		0	236	stitch
BRD-K81225797	SCH-58261	PLS1	5357	517	0		0	236	stitch
BRD-K81225797	SCH-58261	MACF1	23499	604	0		0	236	stitch
BRD-K81365078	KU-C104122	CASP3	836	284	0		0	215	stitch
BRD-K81418486	vorinostat	HDAC2	3066	155	1	INHIBITOR	1		chembl
BRD-K81418486	vorinostat	HDAC6	10013	566	1	INHIBITOR	1		chembl
BRD-K81473089	tacrine	TP53	7157	139	0		0	816	stitch_high
BRD-K81473089	tacrine	NOS3	4846	536	0		0	341	stitch
BRD-K81473089	tacrine	COG2	22796	332	0		0	298	stitch
BRD-K81473089	tacrine	APP	351	11	0		0	264	stitch
BRD-K81473089	tacrine	SLC2A6	11182	938	0		0	262	stitch
BRD-K81473089	tacrine	APOE	348	384	0		0	254	stitch
BRD-K81473089	tacrine	POLR2K	5440	256	0		0	230	stitch
BRD-K81473089	tacrine	CCL2	6347	809	0		0	195	stitch
BRD-K81473089	tacrine	CAT	847	96	0		0	171	stitch
BRD-K81473089	tacrine	CREB1	1385	454	0		0	171	stitch
BRD-K81473089	tacrine	BACE2	25825	830	0		0	167	stitch
BRD-K81473089	tacrine	OXCT1	5019	287	0		0	163	stitch
BRD-K81473089	tacrine	BLMH	642	197	0		0	160	stitch
BRD-K81473089	tacrine	COG4	25839	722	0		0	159	stitch
BRD-K81528515	nilotinib	ABL1	25	192	1	INHIBITOR	1	998	chembl+stitch_high
BRD-K81528515	nilotinib	KIT	3815	506	0		0	981	stitch_high
BRD-K81528515	nilotinib	EPHA3	2042	550	0		0	707	stitch_high
BRD-K81528515	nilotinib	CSK	1445	217	0		0	552	stitch
BRD-K81528515	nilotinib	MAP2K5	5607	483	0		0	531	stitch
BRD-K81528515	nilotinib	TOP2A	7153	82	0		0	399	stitch
BRD-K81528515	nilotinib	LYN	4067	695	0		0	387	stitch
BRD-K81528515	nilotinib	CRKL	1399	721	0		0	313	stitch
BRD-K81528515	nilotinib	EGFR	1956	173	0		0	299	stitch
BRD-K81528515	nilotinib	STAT5B	6777	501	0		0	230	stitch
BRD-K81528515	nilotinib	ERBB2	2064	810	0		0	214	stitch
BRD-K81528515	nilotinib	PAFAH1B1	5048	34	0		0	186	stitch
BRD-K81528515	nilotinib	FGFR4	2264	469	0		0	178	stitch
BRD-K81528515	nilotinib	FGFR2	2263	409	0		0	169	stitch
BRD-K81528515	nilotinib	TP53	7157	139	0		0	165	stitch
BRD-K81528515	nilotinib	CLTB	1212	515	0		0	163	stitch
BRD-K81647657	BRD-K81647657	CASP3	836	284	0		0	787	stitch_high
BRD-K81647657	BRD-K81647657	PARP1	142	605	0		0	749	stitch_high
BRD-K81647657	BRD-K81647657	CASP7	840	572	0		0	700	stitch_high
BRD-K81647657	BRD-K81647657	BECN1	8678	624	0		0	624	stitch
BRD-K81647657	BRD-K81647657	SQSTM1	8878	102	0		0	427	stitch
BRD-K81647657	BRD-K81647657	PIK3R4	30849	750	0		0	398	stitch
BRD-K81647657	BRD-K81647657	PIK3C3	5289	453	0		0	348	stitch
BRD-K81647657	BRD-K81647657	PYGL	5836	321	0		0	323	stitch
BRD-K81647657	BRD-K81647657	XBP1	7494	18	0		0	278	stitch
BRD-K81647657	BRD-K81647657	ATG3	64422	952	0		0	275	stitch
BRD-K81647657	BRD-K81647657	SNX7	51375	535	0		0	274	stitch
BRD-K81647657	BRD-K81647657	CTSD	1509	25	0		0	274	stitch
BRD-K81647657	BRD-K81647657	EIF4EBP1	1978	955	0		0	267	stitch
BRD-K81647657	BRD-K81647657	CYCS	54205	621	0		0	240	stitch
BRD-K81647657	BRD-K81647657	APP	351	11	0		0	236	stitch
BRD-K81647657	BRD-K81647657	BNIP3	664	158	0		0	230	stitch
BRD-K81647657	BRD-K81647657	ATF6	22926	434	0		0	225	stitch
BRD-K81647657	BRD-K81647657	TP53	7157	139	0		0	219	stitch
BRD-K81647657	BRD-K81647657	GTPBP8	29083	943	0		0	206	stitch
BRD-K81647657	BRD-K81647657	CTSL	1514	185	0		0	194	stitch
BRD-K81647657	BRD-K81647657	NUP85	79902	846	0		0	188	stitch
BRD-K81647657	BRD-K81647657	HSPA4	3308	699	0		0	187	stitch
BRD-K81647657	BRD-K81647657	UBQLN2	29978	803	0		0	179	stitch
BRD-K81647657	BRD-K81647657	BNIP3L	665	950	0		0	167	stitch
BRD-K81647657	BRD-K81647657	RHEB	6009	97	0		0	165	stitch
BRD-K81647657	BRD-K81647657	CASP10	843	530	0		0	160	stitch
BRD-K81647657	BRD-K81647657	PIK3CA	5290	455	0		0	151	stitch
BRD-K81709173	halcinonide	NR3C1	2908	807	1	AGONIST	1	903	chembl+stitch_high
BRD-K81709173	halcinonide	PPARG	5468	600	0		0	558	stitch
BRD-K81709173	halcinonide	PPARD	5467	973	0		0	558	stitch
BRD-K81709173	halcinonide	NR2F6	2063	649	0		0	558	stitch
BRD-K81783531	VX-222	CAT	847	96	0		0	230	stitch
BRD-K81807412	BRD-K81807412	MOK	5891	512	0		0	191	stitch
BRD-K81839095	estrone	HSD17B11	51170	843	0		0	927	stitch_high
BRD-K81839095	estrone	SERPINE1	5054	253	0		0	800	stitch_high
BRD-K81839095	estrone	CASP7	840	572	0		0	700	stitch_high
BRD-K81839095	estrone	CASP3	836	284	0		0	700	stitch_high
BRD-K81839095	estrone	DHRS7	51635	697	0		0	700	stitch_high
BRD-K81839095	estrone	IGFBP3	3486	719	0		0	440	stitch
BRD-K81839095	estrone	DECR1	1666	233	0		0	366	stitch
BRD-K81839095	estrone	NOS3	4846	536	0		0	341	stitch
BRD-K81839095	estrone	SFN	2810	648	0		0	306	stitch
BRD-K81839095	estrone	GRN	2896	19	0		0	240	stitch
BRD-K81839095	estrone	NR3C1	2908	807	0		0	226	stitch
BRD-K81839095	estrone	ERBB2	2064	810	0		0	190	stitch
BRD-K81839095	estrone	SPP1	6696	681	0		0	163	stitch
BRD-K81839095	estrone	IGF2R	3482	92	0		0	162	stitch
BRD-K81839095	estrone	SLC25A4	291	297	0		0	159	stitch
BRD-K81839095	estrone	HMOX1	3162	413	0		0	155	stitch
BRD-K81839095	estrone	NCOA3	8202	583	0		0	150	stitch
BRD-K81839095	estrone	PDGFA	5154	529	0		0	150	stitch
BRD-K81916719	triclabendazole	TLR4	7099	944	0		0	258	stitch
BRD-K81916719	triclabendazole	CTSL	1514	185	0		0	246	stitch
BRD-K82091397	SB-239063	PTGS2	5743	482	0		0	800	stitch_high
BRD-K82091397	SB-239063	MAPK13	5603	685	0		0	579	stitch
BRD-K82091397	SB-239063	EGFR	1956	173	0		0	570	stitch
BRD-K82135108	elesclomol	EZH2	2146	379	0		0	172	stitch
BRD-K82135108	elesclomol	KAT6B	23522	734	0		0	166	stitch
BRD-K82135108	elesclomol	KAT6A	7994	228	0		0	166	stitch
BRD-K82135108	elesclomol	P4HTM	54681	968	0		0	151	stitch
BRD-K82135108	elesclomol	HSPA1A	3303	30	0		0	150	stitch
BRD-K82135108	elesclomol	BAG3	9531	837	0		0	150	stitch
BRD-K82135108	elesclomol	DNAJB1	3337	17	0		0	150	stitch
BRD-K82135108	elesclomol	HMOX1	3162	413	0		0	150	stitch
BRD-K82135108	elesclomol	PMAIP1	5366	452	0		0	150	stitch
BRD-K82135108	elesclomol	HERPUD1	9709	814	0		0	150	stitch
BRD-K82135108	elesclomol	PSMD2	5708	36	0		0	150	stitch
BRD-K82135108	elesclomol	TXNRD1	7296	80	0		0	150	stitch
BRD-K82143716	flucytosine	DNMT1	1786	132	0		0	833	stitch_high
BRD-K82143716	flucytosine	DCTD	1635	116	0		0	570	stitch
BRD-K82143716	flucytosine	PNP	4860	131	0		0	311	stitch
BRD-K82143716	flucytosine	PAICS	10606	50	0		0	295	stitch
BRD-K82143716	flucytosine	CCNA1	8900	544	0		0	275	stitch
BRD-K82143716	flucytosine	CCNF	899	492	0		0	275	stitch
BRD-K82143716	flucytosine	TP53	7157	139	0		0	257	stitch
BRD-K82143716	flucytosine	EPN2	22905	393	0		0	247	stitch
BRD-K82143716	flucytosine	DCK	1633	368	0		0	201	stitch
BRD-K82143716	flucytosine	CNDP2	55748	819	0		0	196	stitch
BRD-K82143716	flucytosine	GADD45A	1647	419	0		0	194	stitch
BRD-K82143716	flucytosine	ARHGEF12	23365	85	0		0	192	stitch
BRD-K82143716	flucytosine	DNMT3A	1788	881	0		0	189	stitch
BRD-K82143716	flucytosine	SMC4	10051	128	0		0	183	stitch
BRD-K82143716	flucytosine	HMGCR	3156	244	0		0	174	stitch
BRD-K82143716	flucytosine	CAT	847	96	0		0	173	stitch
BRD-K82143716	flucytosine	PMM2	5373	350	0		0	172	stitch
BRD-K82143716	flucytosine	CCNB1	891	798	0		0	170	stitch
BRD-K82143716	flucytosine	CDK1	983	353	0		0	170	stitch
BRD-K82143716	flucytosine	CDK6	1021	570	0		0	170	stitch
BRD-K82143716	flucytosine	CDK2	1017	450	0		0	170	stitch
BRD-K82143716	flucytosine	CDK4	1019	209	0		0	170	stitch
BRD-K82143716	flucytosine	CCNB2	9133	270	0		0	170	stitch
BRD-K82143716	flucytosine	MYBL2	4605	135	0		0	161	stitch
