pert_id	pert_iname	molecule_chembl_id	parent_chembl_id	target_chembl_id	uniprot	gene_symbol	entrez	target_type	organism	action_type	direct_interaction	is_landmark	mechanism_of_action
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	P25398	RPS12		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	P62277	RPS13		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	P62263	RPS14		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	P62841	RPS15		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	P62244	RPS15A		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	P62249	RPS16		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	P08708	RPS17		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	P62269	RPS18		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	P39019	RPS19		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	P60866	RPS20		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	P63220	RPS21		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	P62266	RPS23		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	P62847	RPS24		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	P62851	RPS25		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	P62854	RPS26		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	P62979	RPS27A		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	P62857	RPS28		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	P62273	RPS29		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	P62861	FAU		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	P39023	RPL3		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	P36578	RPL4		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	P46777	RPL5		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	Q02878	RPL6		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	P18124	RPL7		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	P62424	RPL7A		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	P62917	RPL8		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	P32969	RPL9		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	P27635	RPL10		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	P62906	RPL10A		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	P62913	RPL11		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	P30050	RPL12		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	P26373	RPL13		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	P40429	RPL13A		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	P50914	RPL14		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	P61313	RPL15		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	P18621	RPL17		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	Q07020	RPL18		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	Q02543	RPL18A		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	P84098	RPL19		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	P46778	RPL21		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	P35268	RPL22		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	P62829	RPL23		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	P62750	RPL23A		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	P83731	RPL24		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	P61254	RPL26		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	P61353	RPL27		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	P46776	RPL27A		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	P46779	RPL28		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	P47914	RPL29		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	P62888	RPL30		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	P62899	RPL31		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	P62910	RPL32		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	P49207	RPL34		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	P42766	RPL35		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	P18077	RPL35A		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	Q9Y3U8	RPL36		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	P83881	RPL36A		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	P61927	RPL37		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	P61513	RPL37A		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	P63173	RPL38		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	P62891	RPL39		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	P62945	RPL41		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	P05388	RPLP0		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K94830329	ataluren	CHEMBL256997	CHEMBL256997	CHEMBL3987582	P05386	RPLP1		PROTEIN NUCLEIC-ACID COMPLEX	Homo sapiens	MODULATOR	1	0	80S Ribosome modulator
BRD-K22227508	targinine	CHEMBL256147	CHEMBL256147	CHEMBL4630725	P29475	NOS1		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Nitric oxide synthase inhibitor
BRD-K22227508	targinine	CHEMBL256147	CHEMBL256147	CHEMBL4630725	P35228	NOS2		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Nitric oxide synthase inhibitor
BRD-K22227508	targinine	CHEMBL256147	CHEMBL256147	CHEMBL4630725	P29474	NOS3	4846	PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	1	Nitric oxide synthase inhibitor
BRD-K59506194	targinine	CHEMBL256147	CHEMBL256147	CHEMBL4630725	P29475	NOS1		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Nitric oxide synthase inhibitor
BRD-K59506194	targinine	CHEMBL256147	CHEMBL256147	CHEMBL4630725	P35228	NOS2		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Nitric oxide synthase inhibitor
BRD-K59506194	targinine	CHEMBL256147	CHEMBL256147	CHEMBL4630725	P29474	NOS3	4846	PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	1	Nitric oxide synthase inhibitor
BRD-K22227508	targinine	CHEMBL256147	CHEMBL256147	CHEMBL4630725	P29475	NOS1		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Nitric oxide synthase inhibitor
BRD-K22227508	targinine	CHEMBL256147	CHEMBL256147	CHEMBL4630725	P35228	NOS2		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Nitric oxide synthase inhibitor
BRD-K22227508	targinine	CHEMBL256147	CHEMBL256147	CHEMBL4630725	P29474	NOS3	4846	PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	1	Nitric oxide synthase inhibitor
BRD-K59506194	targinine	CHEMBL256147	CHEMBL256147	CHEMBL4630725	P29475	NOS1		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Nitric oxide synthase inhibitor
BRD-K59506194	targinine	CHEMBL256147	CHEMBL256147	CHEMBL4630725	P35228	NOS2		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Nitric oxide synthase inhibitor
BRD-K59506194	targinine	CHEMBL256147	CHEMBL256147	CHEMBL4630725	P29474	NOS3	4846	PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	1	Nitric oxide synthase inhibitor
BRD-K81528515	nilotinib	CHEMBL255863	CHEMBL255863	CHEMBL2096618	P00519	ABL1	25	CHIMERIC PROTEIN	Homo sapiens	INHIBITOR	1	1	Bcr/Abl fusion protein inhibitor
BRD-K81528515	nilotinib	CHEMBL255863	CHEMBL255863	CHEMBL2096618	P11274	BCR		CHIMERIC PROTEIN	Homo sapiens	INHIBITOR	1	0	Bcr/Abl fusion protein inhibitor
BRD-K41859756	NVP-AUY922	CHEMBL252164	CHEMBL252164	CHEMBL2095165	P07900	HSP90AA1		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Heat shock protein HSP90 inhibitor
BRD-K41859756	NVP-AUY922	CHEMBL252164	CHEMBL252164	CHEMBL2095165	P08238	HSP90AB1		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Heat shock protein HSP90 inhibitor
BRD-A15202882	milnacipran	CHEMBL259209	CHEMBL259209	CHEMBL228	P31645	SLC6A4		SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	0	Serotonin transporter inhibitor
BRD-A15202882	milnacipran	CHEMBL259209	CHEMBL259209	CHEMBL222	P23975	SLC6A2		SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	0	Norepinephrine transporter inhibitor
BRD-K70914287	BIBX-1382	CHEMBL258940	CHEMBL258940	CHEMBL203	P00533	EGFR	1956	SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	1	Epidermal growth factor receptor erbB1 inhibitor
BRD-K83963101	MLN-8054	CHEMBL259084	CHEMBL259084	CHEMBL4722	O14965	AURKA	6790	SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	1	Serine/threonine-protein kinase Aurora-A inhibitor
BRD-K90948141	indiplon	CHEMBL262075	CHEMBL262075	CHEMBL1962	P14867	GABRA1		SINGLE PROTEIN	Homo sapiens	POSITIVE ALLOSTERIC MODULATOR	1	0	GABA receptor alpha-1 subunit positive allosteric modulator
BRD-K20958582	TH-302	CHEMBL260046	CHEMBL260046	CHEMBL2311221				NUCLEIC-ACID	Homo sapiens	INHIBITOR	1	0	DNA inhibitor
BRD-K49372556	mofezolac	CHEMBL259972	CHEMBL259972	CHEMBL221	P23219	PTGS1		SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	0	Cyclooxygenase-1 inhibitor
BRD-A55272860	sulpiride	CHEMBL26	CHEMBL26	CHEMBL217	P14416	DRD2		SINGLE PROTEIN	Homo sapiens	ANTAGONIST	1	0	Dopamine D2 receptor antagonist
BRD-A10070317	propranolol	CHEMBL27	CHEMBL27	CHEMBL213	P08588	ADRB1		SINGLE PROTEIN	Homo sapiens	ANTAGONIST	1	0	Beta-1 adrenergic receptor antagonist
BRD-K69608737	tacrolimus	CHEMBL269732	CHEMBL269732	CHEMBL1902	P62942	FKBP1A		SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	0	FK506-binding protein 1A inhibitor
BRD-K07857022	alvimopan	CHEMBL270190	CHEMBL270190	CHEMBL233	P35372	OPRM1		SINGLE PROTEIN	Homo sapiens	ANTAGONIST	1	0	Mu opioid receptor antagonist
BRD-A20119038	mecamylamine	CHEMBL267936	CHEMBL267936	CHEMBL1907594	P30926	CHRNB4		PROTEIN COMPLEX	Homo sapiens	NEGATIVE ALLOSTERIC MODULATOR	1	0	Neuronal acetylcholine receptor; alpha3/beta4 negative allosteric modulator
BRD-A20119038	mecamylamine	CHEMBL267936	CHEMBL267936	CHEMBL1907594	P32297	CHRNA3		PROTEIN COMPLEX	Homo sapiens	NEGATIVE ALLOSTERIC MODULATOR	1	0	Neuronal acetylcholine receptor; alpha3/beta4 negative allosteric modulator
BRD-A10070317	propranolol	CHEMBL27	CHEMBL27	CHEMBL210	P07550	ADRB2	154	SINGLE PROTEIN	Homo sapiens	ANTAGONIST	1	1	Beta-2 adrenergic receptor antagonist
BRD-K70327167	suramin	CHEMBL265502	CHEMBL265502	CHEMBL2120	P05230	FGF1		SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	0	Acidic fibroblast growth factor inhibitor
BRD-K04389336	labetalol	CHEMBL27193	CHEMBL27193	CHEMBL2094118	P08588	ADRB1		PROTEIN FAMILY	Homo sapiens	ANTAGONIST	1	0	Adrenergic receptor beta antagonist
BRD-K04389336	labetalol	CHEMBL27193	CHEMBL27193	CHEMBL2094118	P07550	ADRB2	154	PROTEIN FAMILY	Homo sapiens	ANTAGONIST	1	1	Adrenergic receptor beta antagonist
BRD-K04389336	labetalol	CHEMBL27193	CHEMBL27193	CHEMBL2094118	P13945	ADRB3		PROTEIN FAMILY	Homo sapiens	ANTAGONIST	1	0	Adrenergic receptor beta antagonist
BRD-K00938507	sulfamethoxypyridazine	CHEMBL268869	CHEMBL268869	CHEMBL2364668	P0AC13	folP		SINGLE PROTEIN	Bacteria	INHIBITOR	1	0	Bacterial dihydropteroate synthase inhibitor
BRD-K46018455	bezafibrate	CHEMBL264374	CHEMBL264374	CHEMBL3559683	P37231	PPARG	5468	PROTEIN FAMILY	Homo sapiens	AGONIST	1	1	Peroxisome proliferator-activated receptor agonist
BRD-K46018455	bezafibrate	CHEMBL264374	CHEMBL264374	CHEMBL3559683	Q07869	PPARA		PROTEIN FAMILY	Homo sapiens	AGONIST	1	0	Peroxisome proliferator-activated receptor agonist
BRD-K46018455	bezafibrate	CHEMBL264374	CHEMBL264374	CHEMBL3559683	Q03181	PPARD	5467	PROTEIN FAMILY	Homo sapiens	AGONIST	1	1	Peroxisome proliferator-activated receptor agonist
BRD-K04389336	labetalol	CHEMBL27193	CHEMBL27193	CHEMBL210	P07550	ADRB2	154	SINGLE PROTEIN	Homo sapiens	AGONIST	1	1	Beta-2 adrenergic receptor agonist
BRD-K55034111	pefloxacin	CHEMBL267648	CHEMBL267648	CHEMBL2311224	P0AES6	gyrB		PROTEIN COMPLEX	Bacteria	INHIBITOR	1	0	Bacterial DNA gyrase inhibitor
BRD-K55034111	pefloxacin	CHEMBL267648	CHEMBL267648	CHEMBL2311224	P0AES4	gyrA		PROTEIN COMPLEX	Bacteria	INHIBITOR	1	0	Bacterial DNA gyrase inhibitor
BRD-K55034111	pefloxacin	CHEMBL267648	CHEMBL267648	CHEMBL2363076	P0AFI2	parC		PROTEIN COMPLEX	Bacteria	INHIBITOR	1	0	Topoisomerase IV inhibitor
BRD-K55034111	pefloxacin	CHEMBL267648	CHEMBL267648	CHEMBL2363076	P20083	parE		PROTEIN COMPLEX	Bacteria	INHIBITOR	1	0	Topoisomerase IV inhibitor
BRD-K51671335	levosulpiride	CHEMBL267044	CHEMBL267044	CHEMBL217	P14416	DRD2		SINGLE PROTEIN	Homo sapiens	ANTAGONIST	1	0	Dopamine D2 receptor antagonist
BRD-K51671335	levosulpiride	CHEMBL267044	CHEMBL267044	CHEMBL1875	Q13639	HTR4		SINGLE PROTEIN	Homo sapiens	AGONIST	1	0	Serotonin 4 (5-HT4) receptor agonist
BRD-K63504947	semaxanib	CHEMBL276711	CHEMBL276711	CHEMBL1936	P10721	KIT	3815	SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	1	Stem cell growth factor receptor inhibitor
BRD-K63504947	semaxanib	CHEMBL276711	CHEMBL276711	CHEMBL2095227	P17948	FLT1		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Vascular endothelial growth factor receptor inhibitor
BRD-K63504947	semaxanib	CHEMBL276711	CHEMBL276711	CHEMBL2095227	P35916	FLT4		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Vascular endothelial growth factor receptor inhibitor
BRD-K63504947	semaxanib	CHEMBL276711	CHEMBL276711	CHEMBL2095227	P35968	KDR		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Vascular endothelial growth factor receptor inhibitor
BRD-K55966568	orantinib	CHEMBL274654	CHEMBL274654	CHEMBL2095217	P22607	FGFR3		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Fibroblast growth factor receptor inhibitor
BRD-K55966568	orantinib	CHEMBL274654	CHEMBL274654	CHEMBL2095217	P11362	FGFR1		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Fibroblast growth factor receptor inhibitor
BRD-K55966568	orantinib	CHEMBL274654	CHEMBL274654	CHEMBL2095217	P22455	FGFR4	2264	PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	1	Fibroblast growth factor receptor inhibitor
BRD-K55966568	orantinib	CHEMBL274654	CHEMBL274654	CHEMBL2095217	P21802	FGFR2	2263	PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	1	Fibroblast growth factor receptor inhibitor
BRD-K55966568	orantinib	CHEMBL274654	CHEMBL274654	CHEMBL2095189	P09619	PDGFRB		PROTEIN COMPLEX	Homo sapiens	INHIBITOR	1	0	Platelet-derived growth factor receptor inhibitor
BRD-K55966568	orantinib	CHEMBL274654	CHEMBL274654	CHEMBL2095189	P16234	PDGFRA		PROTEIN COMPLEX	Homo sapiens	INHIBITOR	1	0	Platelet-derived growth factor receptor inhibitor
BRD-K55966568	orantinib	CHEMBL274654	CHEMBL274654	CHEMBL279	P35968	KDR		SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	0	Vascular endothelial growth factor receptor 2 inhibitor
BRD-K77908580	entinostat	CHEMBL27759	CHEMBL27759	CHEMBL2093865	Q13547	HDAC1		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Histone deacetylase inhibitor
BRD-K77908580	entinostat	CHEMBL27759	CHEMBL27759	CHEMBL2093865	O15379	HDAC3		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Histone deacetylase inhibitor
BRD-K77908580	entinostat	CHEMBL27759	CHEMBL27759	CHEMBL2093865	Q9UBN7	HDAC6	10013	PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	1	Histone deacetylase inhibitor
BRD-K77908580	entinostat	CHEMBL27759	CHEMBL27759	CHEMBL2093865	Q92769	HDAC2	3066	PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	1	Histone deacetylase inhibitor
BRD-K77908580	entinostat	CHEMBL27759	CHEMBL27759	CHEMBL2093865	Q9UQL6	HDAC5		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Histone deacetylase inhibitor
BRD-K77908580	entinostat	CHEMBL27759	CHEMBL27759	CHEMBL2093865	Q8WUI4	HDAC7		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Histone deacetylase inhibitor
BRD-K77908580	entinostat	CHEMBL27759	CHEMBL27759	CHEMBL2093865	Q9BY41	HDAC8		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Histone deacetylase inhibitor
BRD-K77908580	entinostat	CHEMBL27759	CHEMBL27759	CHEMBL2093865	Q96DB2	HDAC11		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Histone deacetylase inhibitor
BRD-K77908580	entinostat	CHEMBL27759	CHEMBL27759	CHEMBL2093865	P56524	HDAC4		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Histone deacetylase inhibitor
BRD-K77908580	entinostat	CHEMBL27759	CHEMBL27759	CHEMBL2093865	Q9UKV0	HDAC9		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Histone deacetylase inhibitor
BRD-K77908580	entinostat	CHEMBL27759	CHEMBL27759	CHEMBL2093865	Q969S8	HDAC10		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Histone deacetylase inhibitor
BRD-K16485616	mocetinostat	CHEMBL272980	CHEMBL272980	CHEMBL325	Q13547	HDAC1		SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	0	Histone deacetylase 1 inhibitor
BRD-K16485616	mocetinostat	CHEMBL272980	CHEMBL272980	CHEMBL1937	Q92769	HDAC2	3066	SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	1	Histone deacetylase 2 inhibitor
