pert_id	pert_iname	n_sigs	canonical_smiles
BRD-K54067509	BRD-K54067509	2	CO[C@H]1CC[C@H]2CCOc3ccc(cc3C(=O)N(C)C[C@H](CC(=O)N(C)C[C@H]1O2)c1ccccc1)C#N
BRD-K54070802	BRD-K54070802	12	OC(=O)c1ccccc1NS(=O)(=O)c2cccc(c2)n3sc4ccccc4c3=O
BRD-K54074847	BRD-K54074847	2	CO[C@H]1CN(C)C(=O)c2ccc(NC(=O)C3CCCC3)cc2OC[C@@H](C)N(C[C@@H]1C)C(=O)CC1CC1
BRD-K54080903	BRD-K54080903	3	COc1ccccc1-c1ccc(cc1)[C@H]1[C@H]2CN(C[C@@H]1N2)C(=O)c1ccncc1
BRD-K54092557	BRD-K54092557	2	COc1ccc(cc1)-c1ccc(cc1)[C@H]1[C@H](CO)N2[C@H]1CN(CC2=O)C(=O)Cc1ccccn1
BRD-K54094468	remoxipride	23	CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC
BRD-K54095730	CMPD-1	15	Oc1ccc(NC(=O)CCCc2ccc(cc2)-c2ccccc2F)cc1
BRD-K54127914	BRD-K54127914	11	COc1ccccc1CN1C[C@H]2N[C@@H](C1)[C@H]2c1ccc(cc1)-c1ccncc1
BRD-K54142781	cirazoline	19	C(Oc1ccccc1C1CC1)C1=NCCN1
BRD-K54145771	BRD-K54145771	2	CO[C@H]1CN(C)C(=O)c2cc(NC(=O)Cc3ccccc3)ccc2OC[C@@H](C)NC[C@H]1C
BRD-K54159704	BRD-K54159704	17	CC(C)(C)OC(=O)CC[C@]1(N=C(O[C@@H]1c2ccccc2)c3ccc(OCCCO)cc3)C(=O)N
BRD-K54161818	BRD-K54161818	2	CN(C)CC(=O)Nc1ccc2O[C@@H]3[C@@H](C[C@@H](CC(=O)N4CCCCC4)O[C@@H]3CO)c2c1
BRD-K54166087	BRD-K54166087	4	OC[C@H]1O[C@@H](CC(=O)O)C[C@@H]2[C@H]1Oc3ccc(NC(=O)Nc4ccc(cc4)C(F)(F)F)cc23
BRD-K54168141	BRD-K54168141	13	COc1cccc(c1)c2ccc3ncnc(N(C)Cc4ccco4)c3c2
BRD-K54168243	Z-36	4	COc1ccc2[nH]cc(\C=C3/C(=O)N(CCCN(C)C)c4ccc(F)cc34)c2c1
BRD-K54168930	BRD-K54168930	5	COc1ccc(cc1)-c1ccc(cc1)[C@@H]1[C@H](CO)N2[C@@H]1CN(CC2=O)C(=O)C1CC1
BRD-K54173022	BRD-K54173022	5	COc1ccc2c3c([nH]c2c1)[C@@H](CO)N(C[C@]31CN(C1)S(=O)(=O)c1ccc(C)cc1)C(=O)Nc1ccc(F)cc1
BRD-K54179080	BRD-K54179080	7	O[C@@H]1CN[C@H]2CC[C@@H](CC(=O)NCc3ccc4OCOc4c3)O[C@@H]2COC1
BRD-K54199214	BRD-K54199214	2	OC[C@H]1O[C@H](CCNS(=O)(=O)c2ccc(Cl)cc2)CC[C@H]1NC(=O)c1ccccn1
BRD-K54202584	BRD-K54202584	2	OC[C@@H]1O[C@@H](CCn2cc(nn2)C2CC2)CC[C@@H]1NC(=O)Nc1cc(F)ccc1F
BRD-K54208592	carbaryl	3	CNC(=O)Oc1cccc2ccccc12
BRD-K54210043	NS-1619	23	Oc1ccc(cc1n2c(=O)[nH]c3cc(ccc23)C(F)(F)F)C(F)(F)F
BRD-K54211867	BRD-K54211867	3	Fc1ccc(cc1)S(=O)(=O)N1C[C@H]2N[C@@H](C1)[C@H]2c1ccc(\C=C\c2ccccc2)cc1
BRD-K54219003	BRD-K54219003	6	OC[C@H]1[C@@H]2Cn3c(ccc(-c4ccccc4F)c3=O)[C@H]([C@@H]1C(O)=O)N2C(=O)c1cccnc1
BRD-K54233340	dorsomorphin	81	C(CN1CCCCC1)Oc2ccc(cc2)c3cnc4c(cnn4c3)c5ccncc5
BRD-K54247306	BRD-K54247306	11	OC[C@H]1O[C@@H](CC(=O)NCC(F)(F)F)C=C[C@H]1NC(=O)CC1CC1
BRD-K54254994	BRD-K54254994	2	CCCNC(=O)N1C[C@H]2[C@H]([C@@H](CO)N2C(=O)C1)c1ccc(cc1)C#CCC1CCCC1
BRD-K54256913	MK-1775	262	CN1CCN(CC1)c1ccc(Nc2ncc3c(n2)n(-c2cccc(n2)C(C)(C)O)n(CC=C)c3=O)cc1
BRD-K54260596	BRD-K54260596	5	COc1ccc2c3c([C@H](CO)N(CC4CC4)C[C@]33CCN(CC3)S(=O)(=O)c3cccs3)n(C)c2c1
BRD-K54261877	BRD-K54261877	2	COc1cccc(NC(=O)N(C)C[C@@H]2Oc3ncc(C#Cc4ccncc4)cc3C(=O)N(C[C@@H]2C)[C@@H](C)CO)c1
BRD-K54262262	monobenzone	4	Oc1ccc(OCc2ccccc2)cc1
BRD-K54263226	BRD-K54263226	7	C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(cc2)C(F)(F)F)OCCCC[C@@H](C)Oc3ccc(NS(=O)(=O)c4c(C)noc4C)cc3C1=O
BRD-K54264597	canrenoic-acid	3	C[C@]12CC[C@@H]3[C@@H](C=CC4=CC(=O)CC[C@]34C)[C@H]1CC[C@@]2(O)CCC(O)=O
BRD-K54278059	BRD-K54278059	2	C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)S(=O)(=O)c2cccc(F)c2)Oc3ncc(C#CC4CCCCC4)cc3C1=O
BRD-K54283240	cefixime	4	Nc1nc(cs1)C(=NOCC(O)=O)C(=O)N[C@@H]1[C@H]2SCC(C=C)=C(N2C1=O)C(O)=O
BRD-K54285697	BRD-K54285697	13	C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)Nc2ccc(F)cc2)OCCCC[C@@H](C)Oc3ccc(NS(=O)(=O)c4ccccc4)cc3C1=O
BRD-K54288605	BRD-K54288605	5	CS(=O)(=O)N1C[C@H]2[C@@H]([C@@H](CO)N2C(=O)C1)c1ccc(cc1)C#CCC1CCCC1
BRD-K54294645	BRD-K54294645	16	OC[C@@H]1[C@H]([C@H]2CN(CC(=O)N12)C(=O)c1cccnc1)c1ccc(cc1)-c1ccccc1F
BRD-K54302962	BRD-K54302962	4	C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)CC2CC2)Oc3cc(ccc3S1(=O)=O)c4ccc(F)cc4
BRD-K54314721	zolmitriptan	32	CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12
BRD-K54316499	tolterodine	11	CC(C)N(CC[C@H](c1ccccc1)c1cc(C)ccc1O)C(C)C
BRD-K54323133	BRD-K54323133	6	CC(C)NC(=O)N(C)C[C@H]1OCCCC[C@@H](C)Oc2ccc(NC(=O)CCCN(C)C)cc2C(=O)N(C[C@@H]1C)[C@H](C)CO
BRD-K54327934	BRD-K54327934	4	CCNC(=O)C[C@H]1CC[C@@H]2[C@H](COC[C@@H](O)CN2C(=O)C2CCOCC2)O1
BRD-K54330070	SB-202190	25	Oc1ccc(cc1)-c1nc(c([nH]1)-c1ccncc1)-c1ccc(F)cc1
BRD-K54331210	BRD-K54331210	17	OCCNC(=O)c1cc(n[nH]1)-c1ccc(Cl)c(Cl)c1Cl
BRD-K54335715	BRD-K54335715	12	COc1ccc2c3c([C@H](CO)N(C)C[C@]33CN(C3)S(=O)(=O)c3cccc(C)c3)n(C)c2c1
BRD-K54347561	BRD-K54347561	2	COCC#Cc1ccc2c(O[C@H](CN(C)Cc3ccccn3)[C@@H](C)CN([C@H](C)CO)S2(=O)=O)c1
BRD-K54350452	BRD-K54350452	6	C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccncc2)Oc3ccc(NC(=O)CCN4CCOCC4)cc3C1=O
BRD-K54360306	BRD-K54360306	3	COc1cccc(CN2CC3(C2)[C@@H]([C@H](CO)N3C(=O)Cc2ccccc2)c2ccccc2)c1
BRD-K54375254	BRD-K54375254	4	COc1cccc(c1)C#Cc1ccc(cc1)[C@@H]1[C@@H](CO)N[C@@H]1C#N
BRD-K54381041	BRD-K54381041	6	C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)Nc2ccc3OCOc3c2)Oc4ccc(NC(=O)CCCN(C)C)cc4C1=O
BRD-K54381125	BRD-K54381125	2	C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C)Oc2cc(C#Cc3ccccn3)ccc2S1(=O)=O
BRD-K54385541	BRD-K54385541	6	CC(C)NC(=O)N(C)C[C@@H]1OCCCC[C@H](C)Oc2ccc(cc2C(=O)N(C[C@H]1C)[C@H](C)CO)N(C)C
BRD-K54391669	BRD-K54391669	2	C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)N[C@@H](C)c2ccccc2)OCc3ccccc3-c4c(C1=O)n(C)c5ccccc45
BRD-K54395291	BRD-K54395291	3	COc1cccc(c1)S(=O)(=O)N(C)C[C@H]2OCc3cn(CCCC(=O)N(C[C@@H]2C)[C@@H](C)CO)nn3
BRD-K54405293	BRD-K54405293	17	CNc1nc(N)c(c(Nc2ccccc2)n1)[N+]([O-])=O
BRD-K54408195	BRD-K54408195	5	COc1ccccc1C(=O)N1C[C@@H]2[C@@H]([C@H](CO)N2C(=O)Cc2cccnc2)c2ccccc12
BRD-K54410116	BRD-K54410116	5	CC(C)(C)[S@@](=O)N1Cc2cc(nc(c2[C@H]1CCO)-c1cccc(c1)-c1cccnc1)C(=O)N[C@@H]1CCN(Cc2ccccc2)C1
BRD-K54411430	robustic-acid	12	COc1ccc(cc1)c2c(O)c3c(OC)c4C=CC(C)(C)Oc4cc3oc2=O
BRD-K54416256	methimazole	57	Cn1cc[nH]c1=S
BRD-K54419202	BRD-K54419202	2	COc1ccc(NC(=O)N(C)C[C@H]2Oc3cc(ccc3S(=O)(=O)N(C[C@H]2C)[C@@H](C)CO)c4cccc(c4)C(=O)N(C)C)cc1
BRD-K54431311	BRD-K54431311	4	NCC[C@H]1CC[C@H](NC(=O)c2ccccc2F)[C@H](CO)O1
BRD-K54432046	BRD-K54432046	5	CCNC(=O)c1cc2CN([C@H](CCO)c2c(n1)-c1cccc(c1)-c1cccc(F)c1)[S@](=O)C(C)(C)C
BRD-K54445308	BRD-K54445308	3	CC(C)N(C[C@@H]1N[C@@H](CO)[C@H]1c1ccccc1)C(=O)CN1CCOCC1
BRD-K54455139	BRD-K54455139	1	C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2cccc3OCCCOc23)OCc4cn(CCCC1=O)nn4
BRD-K54456094	BRD-K54456094	3	CCCNC(=O)Nc1ccc2OC[C@@H](C)N(C[C@@H](C)[C@@H](CN(C)C(=O)c2c1)OC)C(=O)c1ccccc1F
BRD-K54457715	BRD-K54457715	4	C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2cccnc2)OCc3ccccc3-c4c(C1=O)n(C)c5ccccc45
BRD-K54462405	doxepin	30	CN(C)CC/C=C/1\c2ccccc2COc3ccccc13
BRD-K54470384	BRD-K54470384	12	Cn1c(NC2=NC3=C(C(=O)CCC3)C3(CCCC3)N2)nc2ccccc12
BRD-K54472228	BRD-K54472228	6	N[C@@H](CSc1cc(CCOO)cc(O)c1O)C(O)=O
BRD-K54472332	elvitegravir	56	COc1cc2n(cc(C(O)=O)c(=O)c2cc1Cc1cccc(Cl)c1F)[C@H](CO)C(C)C
BRD-K54492529	BRD-K54492529	5	CCCNC(=O)N1CC[C@@]2(CC1)CN(Cc1cccc(OC)c1)[C@@H](CO)c1[nH]c3cc(OC)ccc3c21
BRD-K54503842	JAS07-010	15	CC1(C)N2[C@@H](Cc3c1[nH]c4ccccc34)C(=O)N(Cc5ccc(F)cc5)C2=O
BRD-K54517303	SA-441350	8	CC(C)NC(=O)Nc1ccc2O[C@@H](CN(C)C(=O)NC(C)C)[C@H](C)CN([C@@H](C)CO)C(=O)Cc2c1
BRD-K54520417	LXR-623	42	Fc1ccc(cc1)-c1n(Cc2ccc(F)cc2Cl)nc2c(cccc12)C(F)(F)F
BRD-K54521353	BRD-K54521353	3	COc1cccc(NC(=O)N2CC3(C2)[C@@H]([C@@H](CO)N3C(C)=O)c2ccccc2)c1
BRD-K54522558	BRD-K54522558	1	COc1ccccc1NC(=O)N(C)C[C@@H]2OCc3cn(CCCC(=O)N(C[C@H]2C)[C@@H](C)CO)nn3
BRD-K54529596	captopril	14	C[C@H](CS)C(=O)N1CCC[C@H]1C(O)=O
BRD-K54543443	BRD-K54543443	2	C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)CN2CCOCC2)Oc3cc(/C=C/c4ccccc4)ccc3S1(=O)=O
BRD-K54543575	BRD-K54543575	2	CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)Nc3ccc4OCOc4c3)ccc2OC[C@@H](C)N(C[C@H]1C)C(C)=O
BRD-K54546524	BRD-K54546524	7	Cc1cccc(c1)S(=O)(=O)N1C[C@@H](O)COC[C@@H]2O[C@@H](CC(=O)Nc3ccc(cc3)-c3ccccc3)CC[C@@H]12
BRD-K54553362	BRD-K54553362	5	COc1ccc2c3c([C@@H](CO)N(C[C@]33CN(C3)C(=O)NC(C)C)C(=O)CC3CC3)n(C)c2c1
BRD-K54556307	ethambutol	3	CC[C@H](CO)NCCN[C@H](CC)CO
BRD-K54558492	BRD-K54558492	2	C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2cccc(c2)C(F)(F)F)Oc3ncc(C#CCN(C)C)cc3C1=O
BRD-K54560380	BRD-K54560380	2	C/C=C/c1cnc2O[C@H](CN(C)C(=O)Nc3ccc(F)cc3)[C@H](C)CN([C@@H](C)CO)C(=O)c2c1
BRD-K54565270	BRD-K54565270	2	CN(C)C(=O)c1cccc(c1)-c1ccc2[C@@H]3[C@@H]([C@@H](CO)[C@H](Cn2c1=O)N3C)C(=O)NCC(F)(F)F
BRD-K54568510	PSH-013	15	COc1ccc(CN2C(=O)[C@H]3Cc4c([nH]c5ccccc45)C(C)(C)N3C2=O)cc1
BRD-K54573313	BRD-K54573313	17	C/C(=C/CC[C@@H](CO)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@@H]4[C@]5(C[C@@]35CC[C@]12C)[C@@H](O)C[C@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)C4(C)C)/CO
BRD-K54577741	BRD-K54577741	4	C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)S(=O)(=O)c2ccc(F)cc2)Oc3cc(ccc3S1(=O)=O)C4=CCCC4
BRD-K54585147	BRD-K54585147	6	OC[C@H]1[C@@H]2Cn3c(ccc(-c4ccccc4F)c3=O)[C@@H]2N[C@@H]1C(=O)N1CCc2ccccc2C1
BRD-K54586093	BRD-K54586093	4	CN1[C@@H]2CC[C@H](CC(O)=O)O[C@@H]2COc2ccc(NS(=O)(=O)c3ccccc3C)cc2C1=O
BRD-K54588025	BRD-K54588025	5	COc1ccc2c3c([C@@H](CO)N(C[C@]33CN(C)C3)C(=O)C3CCOCC3)n(C)c2c1
BRD-K54589358	BRD-K54589358	4	CN(C)c1ccc2O[C@@H]3[C@@H](C[C@@H](CC(=O)N4CCOCC4)O[C@H]3CO)c2c1
BRD-K54595160	BRD-K54595160	2	C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc(F)cc2)Oc3cc(C#CC(C)(C)O)ccc3S1(=O)=O
BRD-K54595917	BRD-K54595917	2	COc1cccc(c1)S(=O)(=O)Nc2ccc3O[C@@H]4[C@@H](C[C@H](CC(=O)NCc5ccc(Cl)cc5)O[C@H]4CO)c3c2
BRD-K54602409	BRD-K54602409	2	CO[C@@H]1CN(C)C(=O)c2ccc(NC(=O)C3CCC3)cc2OC[C@H](C)N(CC2CCCCC2)C[C@@H]1C
BRD-K54606188	JQ1-(+)	129	Cc1sc-2c(c1C)C(=N[C@@H](CC(=O)OC(C)(C)C)c1nnc(C)n-21)c1ccc(Cl)cc1
BRD-K54618558	BRD-K54618558	4	COc1ccccc1NC(=O)N(C)C[C@H]2OCc3ccccc3-c4ccccc4C(=O)N(C[C@H]2C)[C@@H](C)CO
BRD-K54627309	BRD-K54627309	2	OC[C@@H]1O[C@H](CCn2cc(nn2)-c2ccccc2)CC[C@H]1NC(=O)Cc1ccccn1
BRD-K54628954	BRD-K54628954	1	C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)Nc2cccc3ccccc23)OCc4cn(CCCC1=O)nn4
BRD-K54635843	BRD-K54635843	6	CC(C)NC(=O)Nc1ccc2O[C@@H](C)CCCCO[C@@H](CN(C)Cc3ccncc3)[C@H](C)CN([C@H](C)CO)C(=O)c2c1
BRD-K54636101	BRD-K54636101	12	CO[C@@H]1CC[C@H]2CCOc3c(cccc3C(=O)N(C)C[C@H](C)C(=O)N(C)C[C@H]1O2)C#N
BRD-K54639145	BRD-K54639145	2	CCCC#Cc1ccc(cc1)[C@@H]1[C@H](CO)N2[C@H]1CN(CC2=O)S(=O)(=O)c1ccccc1C
BRD-K54640016	WAY-362450	42	CC(C)OC(=O)C1=CN(CC(C)(C)c2c1[nH]c1ccccc21)C(=O)c1ccc(F)c(F)c1
BRD-K54642063	BRD-K54642063	5	OC[C@@H]1[C@@H]([C@@H]2CN(Cc3ccccn3)CCCCN12)c1ccc(Br)cc1
BRD-K54647312	BRD-K54647312	2	OC[C@@H]1[C@@H]([C@@H]2CNCC(=O)N12)c1ccc(cc1)C1=CCCC1
BRD-K54647996	BRD-K54647996	3	C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc(cc2)C(F)(F)F)OCc3cn(CCCC1=O)nn3
BRD-K54652275	BRD-K54652275	11	COC(=O)C[C@@H]1CC[C@H]2[C@@H](COC[C@@H](O)CN2CCC(F)(F)F)O1
BRD-K54657957	BRD-K54657957	13	O=C(OCC#CCSc1nnc(o1)-c1ccc2ccccc2c1)c1cccs1
BRD-K54665485	R-59022	15	Cc1nc2sccn2c(=O)c1CCN1CCC(CC1)=C(c1ccccc1)c1ccc(F)cc1
BRD-K54671386	BRD-K54671386	3	CNC[C@@H]1OCc2cn(CCCC(=O)N(C[C@@H]1C)[C@@H](C)CO)nn2
BRD-K54673054	BRD-K54673054	3	C\C=C\c1ccc(cc1)[C@@H]1[C@H](CO)N(C(=O)CC2CC2)C11CN(C1)S(C)(=O)=O
BRD-K54674054	BRD-K54674054	13	C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(Oc3ccccc3)cc2)Oc4ccc(NC(=O)Nc5ccc6OCOc6c5)cc4C1=O
BRD-K54674709	BRD-K54674709	15	Cc1cc2n(C)c3c(=O)n(ncc3c2s1)c4ccccc4
BRD-K54676281	BRD-K54676281	2	COc1ccc(NC(=O)N(C)C[C@H]2Oc3cc(C#CCC(C)C)ccc3S(=O)(=O)N(C[C@H]2C)[C@@H](C)CO)cc1
BRD-K54687541	BRD-K54687541	12	CC(C)Cn1c(=O)cc([nH]c1=O)N1CCN(CC1)c1cccc(c1)C(F)(F)F
BRD-K54704028	BAY-36-7620	25	C=C1C[C@@H]2COC(=O)[C@]2(Cc3ccc4ccccc4c3)C1
BRD-K54708045	nTZDpa	19	OC(=O)c1n(Cc2ccc(Cl)cc2)c2ccc(Cl)cc2c1Sc1ccccc1
BRD-K54711075	BRD-K54711075	5	OC[C@@H]1[C@H]2[C@H](CN(c3ccccc23)S(=O)(=O)c2ccccc2F)N1C(=O)CC1CC1
BRD-K54728231	endecaphyllin-x	19	O[C@@H]1O[C@H](COC(=O)CC[N+](=O)[O-])[C@@H](OC(=O)CC[N+](=O)[O-])[C@H](OC(=O)CC[N+](=O)[O-])[C@H]1OC(=O)CC[N+](=O)[O-]
BRD-K54729176	suberoyl-bis-hydroxamic-acid	6	ONC(=O)CCCCCCC(=O)NO
BRD-K54729370	BRD-K54729370	4	COc1ccc(NC(=O)Nc2ccc3O[C@H]4[C@H](C[C@@H](CC(=O)NCC(F)(F)F)O[C@H]4CO)c3c2)cc1
BRD-K54730162	BRD-K54730162	7	C[C@H](CO)N1C[C@H](C)[C@H](CN(C)CC2CC2)OCCCC[C@H](C)Oc3ccc(NC(=O)c4ccccc4)cc3C1=O
BRD-K54735832	BRD-K54735832	2	CNC[C@@H]1Oc2ncc(/C=C/c3ccccc3)cc2C(=O)N(C[C@H]1C)[C@H](C)CO
BRD-K54737430	BRD-K54737430	2	OC[C@@H]1O[C@@H](CC(=O)NCc2ccc(Cl)cc2)C[C@@H]3[C@H]1Oc4ccc(NC(=O)CC5CC5)cc34
BRD-K54743934	BRD-K54743934	6	COC(=O)C[C@H]1CC[C@H]2[C@@H](COc3ccc(NC(=O)c4cncs4)cc3C(=O)N2C)O1
BRD-K54756845	BRD-K54756845	6	C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)CC2CCCCC2)OCCCC[C@@H](C)Oc3ccc(NS(=O)(=O)c4ccc(C)cc4)cc3C1=O
BRD-K54759182	dosulepin	61	CN(C)CC\C=C1/c2ccccc2CSc2ccccc12
BRD-K54770957	etoricoxib	46	Cc1ccc(cn1)-c1ncc(Cl)cc1-c1ccc(cc1)S(C)(=O)=O
BRD-K54771420	glycocholic-acid	29	C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C
BRD-K54785440	BRD-K54785440	2	CO[C@H]1CC[C@H]2CCN(C)C(=O)C[C@H](CN(C)C(=O)c3cc(ccc3OC[C@H]1O2)C#N)c1ccccc1
BRD-K54789622	BRD-K54789622	2	COc1ccccc1C#Cc2cnc3O[C@@H](CN(C)S(=O)(=O)c4cn(C)cn4)[C@@H](C)CN([C@H](C)CO)C(=O)c3c2
BRD-K54790157	trioxsalen	23	Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1
BRD-K54791528	BRD-K54791528	3	OC[C@H]1[C@@H](c2ccccc2)C2(CN(C2)C(=O)c2cccc(F)c2)N1C(=O)C1CCCCC1
BRD-K54792609	BRD-K54792609	2	COc1cccc(CNC(=O)C[C@H]2CC[C@@H](NC(C)=O)[C@H](CO)O2)c1
BRD-K54801580	BRD-K54801580	5	OC[C@H]1[C@H]([C@@H]2CNCC(=O)N12)c1ccc(Br)cc1
BRD-K54805796	BRD-K54805796	9	CC(C)(C)[S@](=O)N1Cc2cc(nc(c2[C@@H]1CCO)-c1cccc(c1)-c1ccc(cc1)C#N)C(=O)NCCN1CCCC1
BRD-K54822214	BRD-K54822214	17	C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)S(=O)(=O)c2ccc(Cl)cc2)Oc3c(NC(=O)NC4CCCCC4)cccc3C1=O
BRD-K54822582	BRD-K54822582	2	CS(=O)(=O)Nc1ccc2O[C@@H]3[C@@H](C[C@H](CC(=O)NCC4CC4)O[C@@H]3CO)c2c1
BRD-K54834493	BRD-K54834493	1	C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(C)cc2)OCc3cn(CCCC1=O)nn3
BRD-K54837534	BRD-K54837534	2	C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccncc2)Oc3ncc(cc3C1=O)C4=CCCCC4
BRD-K54839171	BRD-K54839171	5	CO[C@H]1CC[C@@H]2CCN(C)C(=O)[C@@H](C)[C@@H](CN(C)C(=O)c3cc(ccc3OC[C@@H]1O2)C#N)OC
BRD-K54847683	equol	42	Oc1ccc(cc1)[C@H]1COc2cc(O)ccc2C1
BRD-K54857308	BRD-K54857308	2	C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2ccc(C)cc2)Oc3cc(C#Cc4ccncc4)ccc3S1(=O)=O
BRD-K54864501	BRD-K54864501	3	C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)Nc2cccc3ccccc23)OCc4cnnn4CCCC1=O
BRD-K54876931	BRD-K54876931	2	C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)c2ccncc2)OCc3ccccc3-c4c(C1=O)n(C)c5ccccc45
BRD-K54877231	BRD-K54877231	2	OC[C@@H]1[C@H]([C@@H]2CNCC(=O)N12)c1ccc(cc1)C1=CCCC1
BRD-K54885483	BRD-K54885483	3	C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)OCc2ccccc2)OCc3cn(CCCC1=O)nn3
BRD-K54889769	BRD-K54889769	2	COc1cccc(c1)S(=O)(=O)N(C)C[C@@H]2OCc3ccccc3-c4ccccc4C(=O)N(C[C@@H]2C)[C@@H](C)CO
BRD-K54906270	BRD-K54906270	23	COc1ccc2[nH]c3C(=NCCc3c2c1)C
BRD-K54916924	BRD-K54916924	4	COc1ccc(CN(C)C[C@@H]2Oc3c(NS(=O)(=O)C)cccc3C(=O)N(C[C@@H]2C)[C@@H](C)CO)cc1
BRD-K54925167	BRD-K54925167	13	C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccncc2)Oc3c(NC(=O)Nc4c(C)noc4C)cccc3C1=O
BRD-K54930318	BRD-K54930318	3	COCC(=O)N(C[C@@H]1[C@H]([C@H](CO)N1C(=O)NC(C)C)c1ccccc1)C(C)C
BRD-K54935014	BRD-K54935014	2	C[C@H](CO)N1C[C@H](C)[C@H](CN(C)S(=O)(=O)c2ccccc2F)Oc3cc(ccc3S1(=O)=O)c4ccncc4
BRD-K54936858	DMP-777	42	CCC[C@@H](NC(=O)N1[C@@H](Oc2ccc(cc2)C(=O)N2CCN(C)CC2)C(CC)(CC)C1=O)c1ccc2OCOc2c1
BRD-K54945117	BRD-K54945117	5	OC[C@@H]1[C@@H]([C@@H]2CN(CC(=O)N12)C(=O)NC1CCCC1)c1ccc(cc1)C1=CCCCC1
BRD-K54964414	BRD-K54964414	4	OC[C@@H]1O[C@H](CC(=O)NCC(F)(F)F)C=C[C@@H]1NC(=O)CC1CC1
BRD-K54971989	BRD-K54971989	2	OC[C@H]1O[C@@H](CC(=O)NCCN2CCCCC2)C[C@@H]3[C@H]1Oc4ccc(NC(=O)Nc5ccccc5)cc34
BRD-K54972173	BRD-K54972173	2	CCCC(=O)Nc1ccc2OC[C@@H](C)N(Cc3nccs3)C[C@H](C)[C@H](CN(C)C(=O)c2c1)OC
BRD-K54978501	pivmecillinam	4	CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2[C@@H](SC1(C)C)[C@H](N=CN1CCCCCC1)C2=O
BRD-K54980807	BRD-K54980807	2	OC[C@@H]1O[C@@H](CCNC(=O)CN2CCOCC2)CC[C@@H]1NS(=O)(=O)c1ccc(F)cc1
BRD-K54986816	BRD-K54986816	2	C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccccn2)Oc3cc(ccc3S1(=O)=O)C4=CCCCC4
BRD-K54987996	CAY-10578	17	OC(=O)CN1C(=O)c2c(C1=O)c(I)c(I)c(I)c2I
BRD-K54997624	alpelisib	120	Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(c1)C(C)(C)C(F)(F)F
BRD-K55004655	BRD-K55004655	5	OC[C@@H]1[C@H]2[C@H](CN(C(=O)Cc3ccccc3)c3ccccc23)N1S(=O)(=O)c1ccccc1
BRD-K55009937	BRD-K55009937	4	COc1cccc(c1)S(=O)(=O)N1C[C@H](O)COC[C@H]2O[C@@H](CC(=O)NCCCN3CCOCC3)CC[C@H]12
BRD-K55010869	BRD-K55010869	7	CNC[C@@H]1OCCCC[C@@H](C)Oc2ccc(NS(=O)(=O)c3cccs3)cc2C(=O)N(C[C@@H]1C)[C@H](C)CO
BRD-K55013500	BRD-K55013500	4	OC[C@H]1O[C@H](CCNS(=O)(=O)c2ccccc2Cl)CC[C@H]1NC(=O)Cc1cccnc1
