pert_id	pert_iname	n_sigs	canonical_smiles
BRD-K26903971	BRD-K26903971	4	OC[C@H]1[C@@H]([C@@H](C#N)N1S(=O)(=O)c1ccccc1)c1ccc(cc1)C1=CCCCC1
BRD-K26906367	BRD-K26906367	12	Fc1cccc(F)c1S(=O)(=O)NCCNS(=O)(=O)c2ccc3OCCOc3c2
BRD-K26909795	BRD-K26909795	6	CCCNC(=O)N1[C@@H](CO)[C@H]([C@@H]1C#N)c1ccc(cc1)C1=CCCCC1
BRD-K26910201	BRD-K26910201	2	CO[C@H]1CC[C@@H]2CCOc3ccc(cc3C(=O)N(C)C[C@H](OC)[C@@H](C)C(=O)N(C)C[C@H]1O2)C#N
BRD-K26924060	BRD-K26924060	4	COc1ccccc1NC(=O)N[C@H]1CC[C@H](CC(=O)NCc2ccc(Cl)c(Cl)c2)O[C@H]1CO
BRD-K26925640	BML-286	6	OC(=O)c1ccccc1NC(=O)c1cccc(NC(=O)Cc2ccccc2)c1
BRD-K26929400	BRD-K26929400	2	CCCNC(=O)N1C[C@H](C)[C@@H](CN(C)C(=O)c2cc(NC(=O)CCC)ccc2OC[C@H]1C)OC
BRD-K26945408	BRD-K26945408	5	Cc1cccc(c1)-c1ccc(cc1)[C@H]1[C@@H](CO)N2CCCCN(C[C@H]12)S(=O)(=O)c1ccccc1F
BRD-K26947839	BRD-K26947839	13	CC(=O)c1ccc2Sc3ccccc3Nc2c1
BRD-K26952068	BRD-K26952068	3	CCNC[C@@H]1[C@@H]([C@H](CO)N1C(=O)Cc1ccccn1)c1ccccc1
BRD-K26957826	BRD-K26957826	2	C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)CC2CC2)Oc3cc(ccc3S1(=O)=O)c4ccc(C)cc4
BRD-K26962314	BRD-K26962314	6	CN(C)CCCNC(=O)C[C@@H]1CC[C@H]2[C@@H](COc3ccc(NS(C)(=O)=O)cc3C(=O)N2C)O1
BRD-K26968526	BRD-K26968526	2	CN1[C@@H]2CC[C@H](CC(=O)N[C@@H]3CCN(Cc4ccccc4)C3)O[C@H]2COc2ccc(NC(=O)Nc3c(C)noc3C)cc2C1=O
BRD-K26968982	BRD-K26968982	4	C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)S(=O)(=O)c2ccccc2)OCCCC[C@@H](C)Oc3ccc(NC(=O)Nc4ccc(cc4)C(F)(F)F)cc3C1=O
BRD-K26979635	NS-3694	15	OC(=O)c1ccc(Cl)cc1NC(=O)Nc2cccc(c2)C(F)(F)F
BRD-K26997899	D-64131	43	COc1ccc2[nH]c(cc2c1)C(=O)c1ccccc1
BRD-K27005217	BRD-K27005217	4	C\C=C\c1ccc(cc1)[C@H]1[C@@H](CO)N([C@H]1C#N)C(=O)c1cccnc1
BRD-K27006579	BRD-K27006579	6	CN1CCN(CC1)C(=O)C[C@H]1CC[C@@H]2[C@@H](COc3ccc(NC(=O)C4CCOCC4)cc3C(=O)N2C)O1
BRD-K27009196	BRD-K27009196	6	C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc3OCOc3c2)Oc4cc(C#CCN(C)C)ccc4S1(=O)=O
BRD-K27014041	BRD-K27014041	6	C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(cc2)C(=O)O)Oc3c(NC(=O)Nc4cccc5ccccc45)cccc3C1=O
BRD-K27049144	BRD-K27049144	6	CCS(=O)(=O)Nc1ccc2OC[C@@H]3O[C@H](CC(=O)N[C@H]4CCN(Cc5ccccc5)C4)CC[C@@H]3N(C)C(=O)c2c1
BRD-K27062708	chlorotrianisene	7	COc1ccc(cc1)C(Cl)=C(c1ccc(OC)cc1)c1ccc(OC)cc1
BRD-K27064849	BRD-K27064849	4	C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc(cc2)C(F)(F)F)Oc3ccc(NC(=O)Nc4cccc5ccccc45)cc3CC1=O
BRD-K27066819	BRD-K27066819	2	COc1ccccc1CNC(=O)C[C@H]2C[C@H]3[C@H](Oc4ccc(NS(=O)(=O)c5ccc(F)cc5)cc34)[C@@H](CO)O2
BRD-K27074404	BRD-K27074404	15	Cc1csc(NC(=O)CSc2ccc(nn2)c3ccccc3)n1
BRD-K27084624	BRD-K27084624	5	COc1cccc(c1)S(=O)(=O)N1CCCCN2[C@@H](CO)[C@H]([C@H]2C1)c1ccc(cc1)C#CCC(C)C
BRD-K27096101	BRD-K27096101	4	CCCNC(=O)N1[C@H](CO)[C@@H]([C@H]1CNC(C)C)c1ccc(cc1)C1=CCCCC1
BRD-K27113545	BRD-K27113545	2	CCCN1[C@@H]([C@@H](CO)[C@@H]2Cn3c(ccc(-c4ccc(cc4)C(=O)N(C)C)c3=O)[C@H]12)C(=O)NCCOC
BRD-K27117623	BRD-K27117623	1	C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)Nc2ccc3OCOc3c2)OCc4cnnn4CCCC1=O
BRD-K27133763	BRD-K27133763	5	COc1ccc2c3c([nH]c2c1)[C@H](CO)N(C[C@]31CCN(Cc2cc(on2)-c2ccccc2)CC1)C(C)=O
BRD-K27141178	SB-203186	15	O=C(OCCN1CCCCC1)c1c[nH]c2ccccc12
BRD-K27141795	BRD-K27141795	5	CN1C[C@@H]2[C@@H]([C@@H](CO)N2C(=O)Nc2cccc(F)c2)c2ccccc12
BRD-K27151060	BRD-K27151060	13	C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)S(=O)(=O)c2ccc(Cl)cc2)Oc3c(NC(=O)Nc4ccc(F)cc4)cccc3C1=O
BRD-K27161555	BRD-K27161555	7	C[C@@H](NC(=O)C[C@@H]1CC[C@H]2[C@@H](COC[C@@H](O)CN2C(=O)Nc2cccc(Cl)c2)O1)c1ccccc1
BRD-K27161788	BRD-K27161788	3	CO[C@H]1CN(C)C(=O)c2ccc(NC(C)=O)cc2OC[C@H](C)N(Cc2cncnc2)C[C@H]1C
BRD-K27161987	BRD-K27161987	2	COc1cccc(CNC(=O)C[C@@H]2CC[C@H](NC(C)=O)[C@@H](CO)O2)c1
BRD-K27169919	BRD-K27169919	13	CCOC(=O)CS(=O)(=O)c1nc(cc(n1)C(F)(F)F)c2ccc(F)cc2
BRD-K27170250	BRD-K27170250	17	Cc1cccnc1NC(=S)NC(=O)c2cncc(Br)c2
BRD-K27173348	BRD-K27173348	6	COc1ccc(cc1)S(=O)(=O)Nc2ccc3O[C@@H](C)CCCCO[C@@H](CN(C)C)[C@@H](C)CN([C@@H](C)CO)C(=O)c3c2
BRD-K27175304	BRD-K27175304	6	CN1[C@H]2CC[C@@H](CC(=O)NCC3CCCCC3)O[C@H]2COc2ccc(NC(=O)C3CCOCC3)cc2C1=O
BRD-K27181648	BRD-K27181648	5	CS(=O)(=O)N1C[C@@H]2[C@@H]([C@@H](CO)N2C(=O)C1)c1ccc(cc1)C#CCC1CCCC1
BRD-K27182532	metatinib	42	Nc1nccc(Oc2ccc(NC(=O)c3c[nH]cc(-c4ccc(F)cc4)c3=O)cc2F)c1Cl
BRD-K27184429	levocetirizine	53	OC(=O)COCCN1CCN(CC1)[C@H](c1ccccc1)c1ccc(Cl)cc1
BRD-K27188211	BRD-K27188211	3	OC[C@H]1Nc2ccc(cc2[C@@H]2[C@H]1CCN2S(=O)(=O)c1ccc(F)cc1)-c1cccc(c1)C#N
BRD-K27198330	BRD-K27198330	7	CNC[C@H]1OCCCC[C@@H](C)Oc2ccc(NS(=O)(=O)c3cccs3)cc2C(=O)N(C[C@H]1C)[C@H](C)CO
BRD-K27198844	BRD-K27198844	4	COCc1cn(CC[C@H]2CC[C@H](NC(=O)Nc3ccc(cc3)C(F)(F)F)[C@@H](CO)O2)nn1
BRD-K27204852	balicatib	42	CCCN1CCN(CC1)c1ccc(cc1)C(=O)NC1(CCCCC1)C(=O)NCC#N
BRD-K27209353	BRD-K27209353	5	OC[C@@H]1[C@@H]([C@@H]2CN(Cc3cncnc3)CCCCN12)c1ccc(cc1)C#CC1(O)CCCC1
BRD-K27217864	butamben	4	CCCCOC(=O)c1ccc(N)cc1
BRD-K27218697	rimexolone	4	CCC(=O)[C@@]1(C)[C@H](C)C[C@@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C
BRD-K27224038	BRD-K27224038	2	C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)C2CCOCC2)Oc3ncc(C#CC4(O)CCCC4)cc3C1=O
BRD-K27231781	SA-247654	11	C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(cc2)C(=O)Nc3ccccc3N)Oc4ccc(NS(=O)(=O)c5ccccc5)cc4CC1=O
BRD-K27237215	BRD-K27237215	2	CCCNC(=O)[C@@H]1[C@@H](CO)[C@@H]2Cn3c(ccc(C4=CCCC4)c3=O)[C@H]1N2C(=O)CC
BRD-K27237442	BRD-K27237442	6	CN1CCc2cc(Cl)c(O)cc2[C@H](C1)c1cccc2ccoc12
BRD-K27239120	SD-6-035-A11	20	C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc3OCOc3c2)OCCCC[C@H](C)Oc4ccc(cc4C1=O)N(C)C
BRD-K27240704	BRD-K27240704	3	OC[C@H]1[C@@H](c2ccccc2)C2(CN(Cc3nccs3)C2)N1CCC(F)(F)F
BRD-K27242547	BRD-K27242547	5	OC[C@H]1[C@H]([C@@H]2CN(CCCCN12)C(=O)c1cccc(F)c1)c1ccc(cc1)C#CC1(O)CCCC1
BRD-K27263987	BRD-K27263987	2	OC[C@H]1O[C@H](CC(=O)NCC(F)(F)F)C[C@@H]2[C@H]1Oc3ccc(NC(=O)C4CCOCC4)cc23
BRD-K27272622	BRD-K27272622	3	CN1[C@H](CO)[C@H]2CCN([C@H]2c2cc(ccc12)-c1cccc(c1)C#N)C(=O)CC1CC1
BRD-K27290412	BRD-K27290412	13	Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
BRD-K27292311	BRD-K27292311	2	CO[C@@H]1CN(C)C(=O)c2ccc(cc2OC[C@@H](C)NC[C@@H]1C)NS(=O)(=O)c1cccc(Cl)c1
BRD-K27293696	BRD-K27293696	5	CS(=O)(=O)N1C[C@H]2[C@@H]([C@@H](CO)N2C(=O)C1)c1ccc(Br)cc1
BRD-K27296582	BRD-K27296582	5	CS(=O)(=O)N1C[C@@H]2[C@@H]([C@@H](CO)N2C(=O)C1)c1ccc(cc1)C#Cc1ccc(F)cc1
BRD-K27299383	BRD-K27299383	4	CC(C)NC(=O)NCC[C@H]1CC[C@@H](NS(=O)(=O)c2ccc(Oc3ccccc3)cc2)[C@@H](CO)O1
BRD-K27304876	BRD-K27304876	3	Fc1cccc(c1)-c1ccc(cc1)[C@@H]1[C@@H]2CNC[C@H]1N2S(=O)(=O)c1ccc(Cl)cc1
BRD-K27305388	BRD-K27305388	11	C[N+]1(C)CCN(CC1)c2ccccc2
BRD-K27305650	LY-294002	389	O=c1cc(oc2c(cccc12)-c1ccccc1)N1CCOCC1
BRD-K27316855	calcitriol	104	C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]2[C@]1(C)CCC\C2=C/C=C1/C[C@@H](O)C[C@H](O)C1=C
BRD-K27332342	BRD-K27332342	6	Oc1c(\C=N\NC(=O)c2cc(n[nH]2)-c2cccc(c2)[N+]([O-])=O)ccc2ccccc12
BRD-K27343142	BRD-K27343142	4	CN(C)CCCNC(=O)C[C@H]1CC[C@H]2[C@@H](COC[C@H](O)CN2CC2CCCC2)O1
BRD-K27351809	nomegestrol-acetate	19	CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C)C(C)=O
BRD-K27363274	BRD-K27363274	2	C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)c2ccncc2)OCc3ccccc3-c4c(C1=O)n(C)c5ccccc45
BRD-K27366480	BRD-K27366480	5	OC[C@H]1[C@@H]([C@H]2CN(CC3CCOCC3)CCCCN12)c1ccc(cc1)C#Cc1ccccc1F
BRD-K27367875	BRD-K27367875	6	C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(cc2)c3ccccc3)Oc4c(cccc4C1=O)N(C)C
BRD-K27371551	BRD-K27371551	1	C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)Oc2ccccc2)OCc3cn(CCCC1=O)nn3
BRD-K27376241	BRD-K27376241	3	CC(C)NC(=O)N1CC2(C1)[C@@H]([C@H](CO)N2CCC(F)(F)F)c1ccccc1
BRD-K27395235	BRD-K27395235	5	COc1cccc(NC(=O)N2C[C@@H]3[C@H]([C@H](CO)N3C(=O)C2)c2ccc(cc2)C#CCC2CCCC2)c1
BRD-K27398156	BRD-K27398156	5	COc1ccc2c3c([nH]c2c1)[C@H](CO)N(Cc1ccccc1Cl)C[C@]31CN(C1)C(=O)C1CC1
BRD-K27401646	BRD-K27401646	2	COc1ccc(cc1)-c1ccc(cc1)[C@H]1[C@@H](CO)N2[C@H]1CN(CC2=O)C(=O)Cc1ccccn1
BRD-K27411066	BRD-K27411066	2	CO[C@@H]1CN(C)C(=O)c2ccc(NC(C)=O)cc2OC[C@@H](C)N(Cc2ccccc2F)C[C@@H]1C
BRD-K27411973	BRD-K27411973	13	CC(C)NC(=O)Nc1ccc2O[C@H](C)CCCCO[C@@H](CN(C)C(=O)Nc3ccccc3)[C@H](C)CN([C@H](C)CO)C(=O)c2c1
BRD-K27417269	BRD-K27417269	2	COc1ccc(C[C@@H]2CCn3cc(COC[C@H](NC2=O)C(C)C)nn3)cc1
BRD-K27424042	BRD-K27424042	2	CO[C@H]1CN(C)C(=O)c2ccc(NC(=O)c3nc4ccccc4s3)cc2OC[C@H](C)NC[C@@H]1C
BRD-K27425684	BRD-K27425684	5	COc1ccccc1-c1ccc(cc1)[C@H]1[C@@H](CO)N2CCCCN(C[C@@H]12)C(=O)c1cccnc1
BRD-K27428408	BRD-K27428408	2	C[C@H](O)C#Cc1cnc2O[C@H](CN(C)C(=O)Cc3ccncc3)[C@H](C)CN([C@H](C)CO)C(=O)c2c1
BRD-K27429081	BRD-K27429081	7	C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)c2ccncc2)OCCCC[C@H](C)Oc3ccc(NC(=O)c4ccccc4)cc3C1=O
BRD-K27431449	BRD-K27431449	4	C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)Nc2ccc(cc2)C(F)(F)F)Oc3cc(ccc3S1(=O)=O)c4ccc(C)cc4
BRD-K27433204	BRD-K27433204	2	OC[C@H]1[C@@H]2Cn3c(ccc(\C=C\c4ccccc4)c3=O)[C@@H]2N(Cc2cncnc2)[C@@H]1C(=O)NC1CCC1
BRD-K27440500	BRD-K27440500	15	Cc1csc(CNc2ncnc3ccc(cc23)c4cccc(Cl)c4)c1
BRD-K27442643	BRD-K27442643	4	OC[C@@H]1O[C@@H](CCNC(=O)c2ccc3OCOc3c2)CC[C@H]1NS(=O)(=O)c1ccc(Cl)cc1
BRD-K27449529	BRD-K27449529	6	C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)NC2CCCCC2)Oc3ccc(cc3C1=O)N(C)C
BRD-K27450477	EHNA	25	CCCCCC[C@@H]([C@@H](C)O)n1cnc2c(N)ncnc12
BRD-K27451531	BRD-K27451531	2	CC(C)NC(=O)N(C)C[C@@H]1Oc2ncc(C#CC3CC3)cc2C(=O)N(C[C@@H]1C)[C@H](C)CO
BRD-K27452198	BRD-K27452198	11	C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)N[C@H](C)c2ccccc2)OCc3ccccc3-c4ccccc4C1=O
BRD-K27459043	BRD-K27459043	5	COc1cccc(NC(=O)N2C[C@@H]3[C@@H]([C@H](CO)N3C(=O)C2)c2ccc(cc2)C#CCC2CCCC2)c1
BRD-K27465870	SA-1921599	8	Cc1ccccc1S(=O)(=O)N1CCCCN2[C@@H](CO)[C@H]([C@@H]2C1)c1ccc(cc1)-c1cccc(F)c1
BRD-K27467349	BRD-K27467349	3	CO[C@H]1CN(C)C(=O)c2ccc(NS(=O)(=O)c3ccc(Oc4ccccc4)cc3)cc2OC[C@H](C)NC[C@H]1C
BRD-K27472340	BRD-K27472340	2	C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)Nc2ccc(cc2)C(F)(F)F)OCCCC[C@@H](C)Oc3ccc(NC(=O)Nc4cccc5ccccc45)cc3C1=O
BRD-K27475558	BRD-K27475558	6	C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccncc2)OCCCC[C@@H](C)Oc3ccc(NC(=O)Nc4ccccc4)cc3C1=O
BRD-K27477764	BRD-K27477764	5	OC[C@H]1[C@@H]2[C@@H](CN(C(=O)Nc3cccc(Cl)c3)c3ccccc23)N1C(=O)c1ccncc1
BRD-K27481961	BRD-K27481961	5	CN(C)C(=O)c1ccc(cc1)-c1ccc(cc1)[C@H]1[C@H](CO)N2[C@@H]1CN(CC2=O)C(=O)CC1CC1
BRD-K27483344	BRD-K27483344	2	COc1ccccc1NC(=O)N[C@@H]1CC[C@H](CCn2cc(nn2)C2(O)CCCC2)O[C@H]1CO
BRD-K27484191	BRD-K27484191	15	Brc1ccc(CSc2nnc(c3ccccn3)n2Cc4ccco4)cc1
BRD-K27493325	BRD-K27493325	5	OC[C@H]1[C@H]([C@H]2CN(CC(=O)N12)C(=O)C1CCOCC1)c1ccc(\C=C\c2ccccc2)cc1
BRD-K27499107	carbacyclin	53	CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@@H]2C/C(=C\CCCC(=O)O)/C[C@H]12
BRD-K27503016	BRD-K27503016	2	C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccncc2)Oc3cc(C#CCN(C)C)ccc3S1(=O)=O
BRD-K27520107	BRD-K27520107	15	CCOC(=O)N1CCC(CC1)NCCNC(=O)c2cccc(F)c2
BRD-K27525788	BRD-K27525788	2	C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)C)OCc2ccccc2-c3c(C1=O)n(C)c4ccccc34
BRD-K27530838	BRD-K27530838	7	CN(C)C(=O)c1cccc(c1)-c1ccc(cc1)[C@@H]1[C@H]2CN(C[C@@H]1N2)C(=O)c1cnccn1
BRD-K27534253	BRD-K27534253	3	CN1[C@@H](CO)[C@@H]2CCN([C@@H]2c2cc(Br)ccc12)C(=O)Nc1ccccc1F
BRD-K27539003	BRD-K27539003	2	C[C@H](O)C#Cc1cnc2O[C@@H](CN(C)C(=O)Cc3ccncc3)[C@H](C)CN([C@H](C)CO)C(=O)c2c1
BRD-K27539181	BRD-K27539181	13	Cc1noc(NS(=O)(=O)c2ccc(NC(=O)c3cc(nc4c(C)cc(C)cc34)c5ccccn5)cc2)c1C
BRD-K27539817	BRD-K27539817	3	CCN(C[C@H]1[C@@H]([C@H](CO)N1C(=O)COC)c1ccccc1)S(C)(=O)=O
BRD-K27543325	BRD-K27543325	2	COc1cccc(NC(=O)N(C)C[C@H]2Oc3ncc(C#Cc4ccncc4)cc3C(=O)N(C[C@H]2C)[C@H](C)CO)c1
BRD-K27558213	BRD-K27558213	2	C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)C2CCOCC2)Oc3ncc(cc3C1=O)c4cccc(C#N)c4
BRD-K27559321	BRD-K27559321	5	COc1ccc2c3c([nH]c2c1)[C@H](CO)N(C[C@]31CCN(CC1)C(=O)Nc1ccccc1F)C(=O)Cc1ccccc1
BRD-K27571934	BRD-K27571934	2	CCCC(=O)Nc1ccc2OC[C@H](C)N(C[C@H](C)[C@H](CN(C)C(=O)c2c1)OC)C(=O)c1ccccn1
BRD-K27586026	BRD-K27586026	4	COCC(=O)N1[C@H](CO)[C@H]([C@@H]1C#N)c1ccc(cc1)-c1cccnc1
BRD-K27586181	BRD-K27586181	5	COc1ccc2c3c([nH]c2c1)[C@H](CO)N(C[C@]31CN(C1)S(C)(=O)=O)C(=O)C1CCC1
BRD-K27597389	BRD-K27597389	13	CC(C)NC(=O)N(C)C[C@H]1OCCCC[C@H](C)Oc2ccc(NC(=O)Cc3ccccc3)cc2C(=O)N(C[C@H]1C)[C@H](C)CO
BRD-K27610514	BRD-K27610514	2	CO[C@@H](CN(C)Cc1cc(F)ccc1F)[C@H](C)CN([C@H](C)CO)S(=O)(=O)c1ccc(C)cc1
BRD-K27622376	BRD-K27622376	13	C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)NC2CCCCC2)Oc3c(cccc3C1=O)N(C)C
BRD-K27622534	BRD-K27622534	6	C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C)OCCCC[C@@H](C)Oc2ccc(NS(=O)(=O)c3cn(C)cn3)cc2C1=O
BRD-K27630390	BRD-K27630390	17	C[C@H](O)C(=O)Nc1ccc2N(CC=C)C(=O)[C@]3(O[C@H](CCO)[C@H]([C@@H]3C)[Si](C)(C)F)c2c1
BRD-K27630941	BRD-K27630941	15	COc1ccccc1Nc2nc(nc(n2)N3CCOCC3)N4CCCC4
BRD-K27635561	BRD-K27635561	2	Cc1ccc(cc1)S(=O)(=O)N[C@@H]1CC[C@@H](CC(=O)N2CCc3ccccc3C2)O[C@@H]1CO
BRD-K27638907	BRD-K27638907	4	COc1ccccc1CN1C[C@H]2N[C@@H](C1)[C@@H]2c1ccc(cc1)-c1ccc(cc1)C#N
BRD-K27647724	BRD-K27647724	2	COc1cccc(NC(=O)N(C)C[C@@H]2OCc3ccccc3-c4c(C(=O)N(C[C@H]2C)[C@H](C)CO)n(C)c5ccccc45)c1
BRD-K27656392	BRD-K27656392	2	CCCNC(=O)N(C)C[C@H]1Oc2ncc(Br)cc2C(=O)N(C[C@@H]1C)[C@@H](C)CO
BRD-K27661070	BRD-K27661070	2	COc1cccc(c1)S(=O)(=O)Nc2ccc3O[C@H]4[C@H](C[C@H](CC(=O)NCCc5ccccc5)O[C@H]4CO)c3c2
BRD-K27665173	D-64406	19	Oc1ccc2[nH]c(cc2c1)C(=O)c3cc4ccccc4[nH]3
BRD-K27671514	BRD-K27671514	9	COc1ccc2c3c([C@@H](CO)NC[C@]33CN(Cc4ccc(cc4)-c4ccccn4)C3)n(C)c2c1
BRD-K27675859	BRD-K27675859	3	C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)Nc2cccc(c2)C(F)(F)F)OCc3cn(CCCC1=O)nn3
BRD-K27679491	BRD-K27679491	2	OC[C@H]1O[C@H](CC(=O)NCc2ccncc2)C[C@@H]3[C@H]1Oc4ccc(NC(=O)NC5CCCC5)cc34
BRD-K27682288	BRD-K27682288	5	COc1ccc2c3c([C@@H](CO)N(C[C@]33CN(C3)C(=O)Nc3ccc(F)cc3)C(=O)c3ccc(F)cc3)n(C)c2c1
BRD-K27688565	MW-MITF22	13	CN1CCN(CC1)C2=C(NS(=O)(=O)c3ccccc3)C(=O)c4ccccc4C2=O
BRD-K27699706	BRD-K27699706	2	OC[C@@H]1O[C@@H](CC(=O)NC2CCC2)C=C[C@H]1NC(=O)C1CC1
BRD-K27706744	BRD-K27706744	4	CS(=O)(=O)Nc1ccc2O[C@H]3[C@H](C[C@@H](CC(=O)NCCc4ccccc4)O[C@@H]3CO)c2c1
BRD-K27709404	BRD-K27709404	4	COc1ccccc1c2cnc3O[C@@H](CN(C)CC4CCOCC4)[C@H](C)CN([C@H](C)CO)C(=O)c3c2
BRD-K27710560	splitomycin	27	O=C1CCc2c(O1)ccc1ccccc21
BRD-K27711805	BRD-K27711805	5	COc1ccc2c3c([C@H](CO)NC[C@]33CN(Cc4ccc(cc4)-c4ccccn4)C3)n(C)c2c1
BRD-K27718415	BRD-K27718415	4	C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)[C@@H](Cc2ccccc2)N(C)C)OCc3ccccc3-c4ccccc4C1=O
BRD-K27720649	BRD-K27720649	11	OC[C@@H]1O[C@H](CC(=O)NCC(F)(F)F)C=C[C@H]1NC(=O)CC1CC1
BRD-K27721098	clopidogrel	13	COC(=O)[C@@H](N1CCc2sccc2C1)c1ccccc1Cl
BRD-K27728416	BRD-K27728416	2	C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)c2cnccn2)Oc3ncc(cc3C1=O)c4ccccc4F
BRD-K27732957	BRD-K27732957	6	C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc(F)cc2)Oc3ncc(C#Cc4cccnc4)cc3C1=O
BRD-K27735716	BRD-K27735716	2	CC(C)C#Cc1ccc2c(O[C@H](CN(C)C(=O)c3ccncc3)[C@@H](C)CN([C@@H](C)CO)S2(=O)=O)c1
BRD-K27737647	H-89	19	Brc1ccc(\C=C\CNCCNS(=O)(=O)c2cccc3cnccc23)cc1
BRD-K27742591	BRD-K27742591	6	C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccncc2)Oc3ccc(NC(=O)CCC(F)(F)F)cc3CC1=O
BRD-K27744061	BRD-K27744061	4	CCNC(=O)C[C@@H]1CC[C@@H]2[C@H](COC[C@H](O)CN2C(=O)C2CCOCC2)O1
BRD-K27756844	BG-1032	6	Nc1ccccc1NC(=O)c1cnccn1
BRD-K27757818	BRD-K27757818	2	OC[C@H]1O[C@H](CC(=O)N2CCN(CC2)c2ccccc2)C=C[C@H]1NC(=O)c1ccncc1
BRD-K27760381	BRD-K27760381	3	COc1cc(CN2[C@H]3CNC[C@@H]2[C@@H]3c2ccc(cc2)-c2ccc(C)cc2)cc(OC)c1
BRD-K27767004	BRD-K27767004	4	OC[C@H]1O[C@@H](CCNC(=O)c2cc(Cl)cc(Cl)c2)CC[C@@H]1NC(=O)C1CCOCC1
BRD-K27772696	BRD-K27772696	1	C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccccc2C(F)(F)F)OCc3cn(CCCC1=O)nn3
BRD-K27775808	BRD-K27775808	2	C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)CC2CC2)Oc3cc(ccc3S1(=O)=O)C4=CCCCC4
BRD-K27788917	BRD-K27788917	3	CCS(=O)(=O)Nc1ccc2OC[C@H](C)N(CCC(F)(F)F)C[C@H](C)[C@@H](CN(C)C(=O)c2c1)OC
BRD-K27797475	SA-1938219	12	COc1ccc2c3c([nH]c2c1)[C@H](CO)N(C[C@]31CN(CC2CCOCC2)C1)C(=O)CN(C)C
BRD-K27798440	BRD-K27798440	4	COc1cccc(c1)S(=O)(=O)N1C[C@@H](O)COC[C@H]2O[C@@H](CC(=O)NCCCN3CCOCC3)CC[C@H]12
BRD-K27799527	BG-1020	6	COC(=O)CCCCCCC(=O)N/N=C/c1c(OC)cc(O)cc1OC
BRD-K27803479	BRD-K27803479	6	NCCCN1c2cc(Cl)ccc2Sc2cc(O)c(O)cc12
BRD-K27803932	BRD-K27803932	2	COCC(=O)Nc1ccc2c(OC[C@@H](C)N(C[C@H](C)[C@H](CN(C)C2=O)OC)C(=O)NC(C)C)c1
BRD-K27807043	BRD-K27807043	2	C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2ccc(F)cc2)Oc3ncc(cc3C1=O)c4ccncc4
BRD-K27811024	BRD-K27811024	3	CO[C@H]1CN(C)C(=O)c2ccc(NC(=O)c3ccc(F)cc3)cc2OC[C@@H](C)N(C[C@H]1C)C(=O)CC1CC1
BRD-K27817736	BRD-K27817736	4	COCCNC(=O)C[C@@H]1C[C@H]2[C@H](Oc3ccc(NC(=O)CN(C)C)cc23)[C@H](CO)O1
BRD-K27817945	BRD-K27817945	2	CCCNC(=O)Nc1ccc2OC[C@@H](C)NC[C@@H](C)[C@H](CN(C)C(=O)c2c1)OC
