gene_symbol	entrez_id	ccle_match_status	hgnc_locus_group	hgnc_id	secondary_source_available	notes
LAP3	51056	matched_entrez			False	CCLE column LAP3 (51056)
STUB1	10273	matched_entrez			False	CCLE column STUB1 (10273)
NOSIP	51070	matched_entrez			False	CCLE column NOSIP (51070)
ENOPH1	58478	matched_entrez			False	CCLE column ENOPH1 (58478)
HSD17B11	51170	matched_entrez			False	CCLE column HSD17B11 (51170)
SQRDL	58472	matched_entrez			False	CCLE column SQOR (58472)
MRPS2	51116	matched_entrez			False	CCLE column MRPS2 (51116)
NUP85	79902	matched_entrez			False	CCLE column NUP85 (79902)
FIS1	51024	matched_entrez			False	CCLE column FIS1 (51024)
NUSAP1	51203	matched_entrez			False	CCLE column NUSAP1 (51203)
MRPS16	51021	matched_entrez			False	CCLE column MRPS16 (51021)
UFM1	51569	matched_entrez			False	CCLE column UFM1 (51569)
NT5DC2	64943	matched_entrez			False	CCLE column NT5DC2 (64943)
AKAP8L	26993	matched_entrez			False	CCLE column AKAP8L (26993)
NPDC1	56654	matched_entrez			False	CCLE column NPDC1 (56654)
ANKRD10	55608	matched_entrez			False	CCLE column ANKRD10 (55608)
DERA	51071	matched_entrez			False	CCLE column DERA (51071)
TEX10	54881	matched_entrez			False	CCLE column TEX10 (54881)
UBR7	55148	matched_entrez			False	CCLE column UBR7 (55148)
TMEM2	23670	matched_entrez			False	CCLE column CEMIP2 (23670)
TRIB3	57761	matched_entrez			False	CCLE column TRIB3 (57761)
ZNF395	55893	matched_entrez			False	CCLE column ZNF395 (55893)
ADCK3	56997	matched_entrez			False	CCLE column COQ8A (56997)
ISOC1	51015	matched_entrez			False	CCLE column ISOC1 (51015)
CCDC92	80212	matched_entrez			False	CCLE column CCDC92 (80212)
GOLT1B	51026	matched_entrez			False	CCLE column GOLT1B (51026)
SCAND1	51282	matched_entrez			False	CCLE column SCAND1 (51282)
NR1H2	7376	matched_entrez			False	CCLE column NR1H2 (7376)
TSKU	25987	matched_entrez			False	CCLE column TSKU (25987)
ZDHHC6	64429	matched_entrez			False	CCLE column ZDHHC6 (64429)
PLEKHJ1	55111	matched_entrez			False	CCLE column PLEKHJ1 (55111)
PRKAG2	51422	matched_entrez			False	CCLE column PRKAG2 (51422)
TIMM9	26520	matched_entrez			False	CCLE column TIMM9 (26520)
SESN1	27244	matched_entrez			False	CCLE column SESN1 (27244)
GMNN	51053	matched_entrez			False	CCLE column GMNN (51053)
CRELD2	79174	matched_entrez			False	CCLE column CRELD2 (79174)
NUDT9	53343	matched_entrez			False	CCLE column NUDT9 (53343)
CDCA4	55038	matched_entrez			False	CCLE column CDCA4 (55038)
NENF	29937	matched_entrez			False	CCLE column NENF (29937)
CERK	64781	matched_entrez			False	CCLE column CERK (64781)
DNAJC15	29103	matched_entrez			False	CCLE column DNAJC15 (29103)
HEBP1	50865	matched_entrez			False	CCLE column HEBP1 (50865)
DNMT3A	1788	matched_entrez			False	CCLE column DNMT3A (1788)
KCTD5	54442	matched_entrez			False	CCLE column KCTD5 (54442)
ERO1A	30001	matched_entrez			False	CCLE column ERO1A (30001)
CD320	51293	matched_entrez			False	CCLE column CD320 (51293)
DHDDS	79947	matched_entrez			False	CCLE column DHDDS (79947)
CHMP4A	29082	matched_entrez			False	CCLE column CHMP4A (29082)
ABHD4	63874	matched_entrez			False	CCLE column ABHD4 (63874)
TCTN1	79600	matched_entrez			False	CCLE column TCTN1 (79600)
HEATR1	55127	matched_entrez			False	CCLE column HEATR1 (55127)
CISD1	55847	matched_entrez			False	CCLE column CISD1 (55847)
SUV39H1	6839	matched_entrez			False	CCLE column SUV39H1 (6839)
VPS28	51160	matched_entrez			False	CCLE column VPS28 (51160)
EXOSC4	54512	matched_entrez			False	CCLE column EXOSC4 (54512)
NARFL	64428	matched_entrez			False	CCLE column CIAO3 (64428)
CHMP6	79643	matched_entrez			False	CCLE column CHMP6 (79643)
PACSIN3	29763	matched_entrez			False	CCLE column PACSIN3 (29763)
KIF20A	10112	matched_entrez			False	CCLE column KIF20A (10112)
HOOK2	29911	matched_entrez			False	CCLE column HOOK2 (29911)
TXNL4B	54957	matched_entrez			False	CCLE column TXNL4B (54957)
VAV3	10451	matched_entrez			False	CCLE column VAV3 (10451)
SLC35F2	54733	matched_entrez			False	CCLE column SLC35F2 (54733)
DUSP22	56940	matched_entrez			False	CCLE column DUSP22 (56940)
IGF2BP2	10644	matched_entrez			False	CCLE column IGF2BP2 (10644)
PPP2R3C	55012	matched_entrez			False	CCLE column PPP2R3C (55012)
TNFRSF21	27242	matched_entrez			False	CCLE column TNFRSF21 (27242)
FAM57A	79850	matched_entrez			False	CCLE column TLCD3A (79850)
NOTCH1	4851	matched_entrez			False	CCLE column NOTCH1 (4851)
ANO10	55129	matched_entrez			False	CCLE column ANO10 (55129)
PNKP	11284	matched_entrez			False	CCLE column PNKP (11284)
EDN1	1906	matched_entrez			False	CCLE column EDN1 (1906)
FASTKD5	60493	matched_entrez			False	CCLE column FASTKD5 (60493)
METRN	79006	matched_entrez			False	CCLE column METRN (79006)
LAGE3	8270	matched_entrez			False	CCLE column LAGE3 (8270)
PXMP2	5827	matched_entrez			False	CCLE column PXMP2 (5827)
AMDHD2	51005	matched_entrez			False	CCLE column AMDHD2 (51005)
PRR15L	79170	matched_entrez			False	CCLE column PRR15L (79170)
FSD1	79187	matched_entrez			False	CCLE column FSD1 (79187)
TIMM22	29928	matched_entrez			False	CCLE column TIMM22 (29928)
FBXO11	80204	matched_entrez			False	CCLE column FBXO11 (80204)
RBKS	64080	matched_entrez			False	CCLE column RBKS (64080)
CHAC1	79094	matched_entrez			False	CCLE column CHAC1 (79094)
MSRA	4482	matched_entrez			False	CCLE column MSRA (4482)
HERC6	55008	matched_entrez			False	CCLE column HERC6 (55008)
MTERF3	51001	matched_entrez			False	CCLE column MTERF3 (51001)
ADAT1	23536	matched_entrez			False	CCLE column ADAT1 (23536)
FKBP14	55033	matched_entrez			False	CCLE column FKBP14 (55033)
PAK6	56924	matched_entrez			False	CCLE column PAK6 (56924)
PSMD10	5716	matched_entrez			False	CCLE column PSMD10 (5716)
CHIC2	26511	matched_entrez			False	CCLE column CHIC2 (26511)
LRRC16A	55604	matched_entrez			False	CCLE column CARMIL1 (55604)
TSEN2	80746	matched_entrez			False	CCLE column TSEN2 (80746)
ZNF586	54807	matched_entrez			False	CCLE column ZNF586 (54807)
PRR7	80758	matched_entrez			False	CCLE column PRR7 (80758)
GFOD1	54438	matched_entrez			False	CCLE column GFOD1 (54438)
SPAG4	6676	matched_entrez			False	CCLE column SPAG4 (6676)
MCOLN1	57192	matched_entrez			False	CCLE column MCOLN1 (57192)
ZNF589	51385	matched_entrez			False	CCLE column ZNF589 (51385)
SLC2A6	11182	matched_entrez			False	CCLE column SLC2A6 (11182)
MCUR1	63933	matched_entrez			False	CCLE column MCUR1 (63933)
FBXL12	54850	matched_entrez			False	CCLE column FBXL12 (54850)
SNX11	29916	matched_entrez			False	CCLE column SNX11 (29916)
FAIM	55179	matched_entrez			False	CCLE column FAIM (55179)
GTPBP8	29083	matched_entrez			False	CCLE column GTPBP8 (29083)
TLR4	7099	matched_entrez			False	CCLE column TLR4 (7099)
DENND2D	79961	matched_entrez			False	CCLE column DENND2D (79961)
PECR	55825	matched_entrez			False	CCLE column PECR (55825)
ARID4B	51742	matched_entrez			False	CCLE column ARID4B (51742)
FRS2	10818	matched_entrez			False	CCLE column FRS2 (10818)
ITFG1	81533	matched_entrez			False	CCLE column ITFG1 (81533)
BNIP3L	665	matched_entrez			False	CCLE column BNIP3L (665)
ARPP19	10776	matched_entrez			False	CCLE column ARPP19 (10776)
ATG3	64422	matched_entrez			False	CCLE column ATG3 (64422)
UTP14A	10813	matched_entrez			False	CCLE column UTP14A (10813)
WDR61	80349	matched_entrez			False	CCLE column SKIC8 (80349)
EIF4EBP1	1978	matched_entrez			False	CCLE column EIF4EBP1 (1978)
GRWD1	83743	matched_entrez			False	CCLE column GRWD1 (83743)
ABHD6	57406	matched_entrez			False	CCLE column ABHD6 (57406)
SIRT3	23410	matched_entrez			False	CCLE column SIRT3 (23410)
NOL3	8996	matched_entrez			False	CCLE column NOL3 (8996)
STAP2	55620	matched_entrez			False	CCLE column STAP2 (55620)
ACOT9	23597	matched_entrez			False	CCLE column ACOT9 (23597)
CANT1	124583	matched_entrez			False	CCLE column CANT1 (124583)
YTHDF1	54915	matched_entrez			False	CCLE column YTHDF1 (54915)
HMGCS1	3157	matched_entrez			False	CCLE column HMGCS1 (3157)
MICALL1	85377	matched_entrez			False	CCLE column MICALL1 (85377)
FAM63A	55793	matched_entrez			False	CCLE column MINDY1 (55793)
ATF1	466	matched_entrez			False	CCLE column ATF1 (466)
P4HTM	54681	matched_entrez			False	CCLE column P4HTM (54681)
SLC27A3	11000	matched_entrez			False	CCLE column SLC27A3 (11000)
TBXA2R	6915	matched_entrez			False	CCLE column TBXA2R (6915)
RTN2	6253	matched_entrez			False	CCLE column RTN2 (6253)
TSTA3	7264	matched_entrez			False	CCLE column GFUS (7264)
PPARD	5467	matched_entrez			False	CCLE column PPARD (5467)
GNA11	2767	matched_entrez			False	CCLE column GNA11 (2767)
WDTC1	23038	matched_entrez			False	CCLE column WDTC1 (23038)
PLSCR3	57048	matched_entrez			False	CCLE column PLSCR3 (57048)
NPEPL1	79716	matched_entrez			False	CCLE column NPEPL1 (79716)
